strategy,definition,horizonDays,mode,trainTrades,testTrades,allTrades,trainAvgPct,testAvgPct,allAvgPct,generalizationGap,trainPF,testPF,testWinRatePct,testMedianPct,testExcessPct,testMfePct,testMaePct,testHitPlus3Pct,testHitPlus5Pct,testHitMinus3Pct,testHitMinus5Pct,testMddPct,overfitWarning,axis,baselineTestAvgPct,verdict
Leader_A + Risk_25~39,"leaderGrade in [A] AND scoutRiskScore between [25,39]",60,cooldown,189,205,394,23.71,30.04,27.01,-6.33,5.58,4.09,60.98,10.88,7.92,76.84,-21.06,95.12,90.73,89.76,83.41,-100,false,leaderGrade×risk,39.14,역효과
Leader_A + Risk_40~50,"leaderGrade in [A] AND scoutRiskScore between [40,50]",1,cooldown,84,81,165,0.96,0.54,0.75,0.42,1.43,1.18,41.98,-1.28,0.09,7.22,-5.57,58.02,46.91,64.2,46.91,-40.24,false,leaderGrade×risk,0,유망
Leader_A + Risk_40~50,"leaderGrade in [A] AND scoutRiskScore between [40,50]",3,cooldown,52,63,115,2.92,-0.3,1.16,3.22,2.16,0.94,39.68,-1.94,-1.43,10.82,-8.56,69.84,61.9,77.78,63.49,-70.72,true,leaderGrade×risk,0.66,역효과
Leader_A + Risk_40~50,"leaderGrade in [A] AND scoutRiskScore between [40,50]",5,cooldown,40,55,95,4.21,-0.99,1.2,5.2,2.4,0.83,32.73,-3.03,-2.01,12.9,-10.47,76.36,65.45,81.82,72.73,-74.94,true,leaderGrade×risk,1.33,역효과
Leader_A + Risk_40~50,"leaderGrade in [A] AND scoutRiskScore between [40,50]",10,cooldown,28,50,78,9.76,-0.7,3.06,10.46,4.44,0.91,36,-5.23,-3.66,16.12,-13.8,78,70,84,80,-77.49,true,leaderGrade×risk,2.7,역효과
Leader_A + Risk_40~50,"leaderGrade in [A] AND scoutRiskScore between [40,50]",20,cooldown,21,46,67,18.42,0.67,6.23,17.75,12.03,1.06,43.48,-7.32,-3.16,25.46,-18.13,82.61,78.26,84.78,82.61,-93.76,false,leaderGrade×risk,5.24,역효과
Leader_A + Risk_40~50,"leaderGrade in [A] AND scoutRiskScore between [40,50]",60,cooldown,16,39,55,55.41,30.96,38.07,24.45,28.54,3.21,56.41,11.31,9.18,78.86,-25.34,94.87,89.74,92.31,89.74,-98.62,false,leaderGrade×risk,39.14,표본부족
Leader_A + Risk_51~64,"leaderGrade in [A] AND scoutRiskScore between [51,64]",1,cooldown,3,0,3,13.62,,13.62,,7.37,,,,,,,,,,,0,false,leaderGrade×risk,0,표본부족
Leader_A + Risk_51~64,"leaderGrade in [A] AND scoutRiskScore between [51,64]",3,cooldown,2,0,2,26.81,,26.81,,,,,,,,,,,,,0,false,leaderGrade×risk,0.66,표본부족
Leader_A + Risk_51~64,"leaderGrade in [A] AND scoutRiskScore between [51,64]",5,cooldown,2,0,2,27.74,,27.74,,,,,,,,,,,,,0,false,leaderGrade×risk,1.33,표본부족
Leader_A + Risk_51~64,"leaderGrade in [A] AND scoutRiskScore between [51,64]",10,cooldown,2,0,2,35.5,,35.5,,,,,,,,,,,,,0,false,leaderGrade×risk,2.7,표본부족
Leader_A + Risk_51~64,"leaderGrade in [A] AND scoutRiskScore between [51,64]",20,cooldown,2,0,2,60.23,,60.23,,,,,,,,,,,,,0,false,leaderGrade×risk,5.24,표본부족
Leader_A + Risk_51~64,"leaderGrade in [A] AND scoutRiskScore between [51,64]",60,cooldown,2,0,2,90.02,,90.02,,,,,,,,,,,,,0,false,leaderGrade×risk,39.14,표본부족
Leader_A + Risk_65+,"leaderGrade in [A] AND scoutRiskScore between [65,100]",1,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,leaderGrade×risk,0,표본부족
Leader_A + Risk_65+,"leaderGrade in [A] AND scoutRiskScore between [65,100]",3,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,leaderGrade×risk,0.66,표본부족
Leader_A + Risk_65+,"leaderGrade in [A] AND scoutRiskScore between [65,100]",5,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,leaderGrade×risk,1.33,표본부족
Leader_A + Risk_65+,"leaderGrade in [A] AND scoutRiskScore between [65,100]",10,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,leaderGrade×risk,2.7,표본부족
Leader_A + Risk_65+,"leaderGrade in [A] AND scoutRiskScore between [65,100]",20,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,leaderGrade×risk,5.24,표본부족
Leader_A + Risk_65+,"leaderGrade in [A] AND scoutRiskScore between [65,100]",60,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,leaderGrade×risk,39.14,표본부족
Leader_AB + Risk_0~24,"leaderGrade in [A,B] AND scoutRiskScore between [0,24]",1,cooldown,7989,3815,11804,0.11,0.17,0.13,-0.06,1.07,1.08,45.82,-0.39,0.1,4.47,-3.9,47.81,30.14,50.01,27.58,-99.99,false,leaderGrade×risk,0,유망
Leader_AB + Risk_0~24,"leaderGrade in [A,B] AND scoutRiskScore between [0,24]",3,cooldown,4329,2133,6462,0.61,1.01,0.74,-0.4,1.29,1.37,50.26,0.08,0.16,7.27,-5.43,64.23,47.16,62.45,42.19,-99.95,false,leaderGrade×risk,0.66,유망
Leader_AB + Risk_0~24,"leaderGrade in [A,B] AND scoutRiskScore between [0,24]",5,cooldown,3039,1528,4567,1.19,2,1.46,-0.81,1.47,1.67,51.77,0.28,0.39,9.67,-6.5,72.25,57.26,67.21,49.8,-99.87,false,leaderGrade×risk,1.33,유망
Leader_AB + Risk_0~24,"leaderGrade in [A,B] AND scoutRiskScore between [0,24]",10,cooldown,1855,958,2813,2.51,4.08,3.05,-1.57,1.82,2.07,52.71,1.01,0.16,14.96,-8.49,79.75,69,75.68,62.21,-99.76,false,leaderGrade×risk,2.7,유망
Leader_AB + Risk_0~24,"leaderGrade in [A,B] AND scoutRiskScore between [0,24]",20,cooldown,1136,593,1729,5.22,8.72,6.42,-3.5,2.35,2.78,55.99,2.7,0.96,25.01,-11.17,88.03,79.43,82.12,70.32,-99.98,false,leaderGrade×risk,5.24,유망
Leader_AB + Risk_0~24,"leaderGrade in [A,B] AND scoutRiskScore between [0,24]",60,cooldown,531,259,790,18.88,23.18,20.29,-4.3,6.14,3.56,59.85,11.14,0.91,63.21,-18.01,93.44,92.66,88.03,80.31,-100,false,leaderGrade×risk,39.14,역효과
Leader_AB + Risk_25~39,"leaderGrade in [A,B] AND scoutRiskScore between [25,39]",1,cooldown,2811,4722,7533,0.31,-0.14,0.03,0.45,1.15,0.96,44.11,-0.91,0.14,6.37,-5.73,60.44,43.46,65.01,45.24,-100,true,leaderGrade×risk,0,역효과
Leader_AB + Risk_25~39,"leaderGrade in [A,B] AND scoutRiskScore between [25,39]",3,cooldown,1662,2702,4364,0.91,0.39,0.59,0.52,1.32,1.09,45.19,-1.24,0.22,9.58,-7.91,69.91,56.14,75.61,59.47,-100,false,leaderGrade×risk,0.66,역효과
Leader_AB + Risk_25~39,"leaderGrade in [A,B] AND scoutRiskScore between [25,39]",5,cooldown,1263,1969,3232,1.62,1.12,1.31,0.5,1.49,1.23,47.54,-0.75,0.3,12.26,-9.53,75.83,62.77,79.89,65.57,-100,false,leaderGrade×risk,1.33,역효과
Leader_AB + Risk_25~39,"leaderGrade in [A,B] AND scoutRiskScore between [25,39]",10,cooldown,858,1256,2114,3.22,2.82,2.98,0.4,1.83,1.49,47.45,-0.8,0.42,17.63,-12.03,82.88,72.53,83.28,73.41,-100,false,leaderGrade×risk,2.7,유망
Leader_AB + Risk_25~39,"leaderGrade in [A,B] AND scoutRiskScore between [25,39]",20,cooldown,601,774,1375,5.93,6.3,6.14,-0.37,2.31,1.84,50.13,0.03,0.57,27.22,-15.14,86.82,79.97,87.21,79.33,-100,false,leaderGrade×risk,5.24,유망
Leader_AB + Risk_25~39,"leaderGrade in [A,B] AND scoutRiskScore between [25,39]",60,cooldown,372,308,680,21.67,25.9,23.59,-4.23,6.11,3.73,59.74,8.94,2.75,64.02,-20.24,95.45,90.91,87.99,83.44,-100,false,leaderGrade×risk,39.14,역효과
Leader_AB + Risk_40~50,"leaderGrade in [A,B] AND scoutRiskScore between [40,50]",1,cooldown,382,958,1340,0.53,-0.44,-0.16,0.97,1.33,0.83,42.28,-0.88,-0.06,5.03,-4.68,53.13,36.22,58.35,37.16,-100,true,leaderGrade×risk,0,역효과
Leader_AB + Risk_40~50,"leaderGrade in [A,B] AND scoutRiskScore between [40,50]",3,cooldown,246,654,900,1.43,-0.21,0.24,1.64,1.73,0.94,46.79,-0.52,-0.2,7.88,-6.92,67.74,52.6,68.81,52.75,-100,true,leaderGrade×risk,0.66,역효과
Leader_AB + Risk_40~50,"leaderGrade in [A,B] AND scoutRiskScore between [40,50]",5,cooldown,199,537,736,2.22,0.36,0.87,1.86,1.98,1.08,46.18,-0.54,-0.13,10.24,-8.4,73.74,61.64,73.74,60.15,-99.98,false,leaderGrade×risk,1.33,역효과
Leader_AB + Risk_40~50,"leaderGrade in [A,B] AND scoutRiskScore between [40,50]",10,cooldown,150,419,569,3.16,1.49,1.93,1.67,2.1,1.28,47.26,-1.4,-0.79,14.85,-11.08,80.91,71.6,81.62,71.12,-99.98,false,leaderGrade×risk,2.7,역효과
Leader_AB + Risk_40~50,"leaderGrade in [A,B] AND scoutRiskScore between [40,50]",20,cooldown,127,321,448,7,3.33,4.37,3.67,3.29,1.46,49.53,-0.34,-1.98,23.24,-14.17,87.54,80.06,83.49,76.95,-100,false,leaderGrade×risk,5.24,역효과
Leader_AB + Risk_40~50,"leaderGrade in [A,B] AND scoutRiskScore between [40,50]",60,cooldown,110,187,297,26.87,23,24.44,3.87,9.78,3.47,59.89,10.51,-0.49,58.4,-19.08,94.65,90.91,87.7,83.96,-100,false,leaderGrade×risk,39.14,역효과
Leader_AB + Risk_51~64,"leaderGrade in [A,B] AND scoutRiskScore between [51,64]",1,cooldown,8,81,89,5,0.09,0.53,4.91,2.61,1.04,44.44,-0.81,0.32,6.03,-4.44,67.9,44.44,59.26,33.33,-50.54,false,leaderGrade×risk,0,표본부족
Leader_AB + Risk_51~64,"leaderGrade in [A,B] AND scoutRiskScore between [51,64]",3,cooldown,6,60,66,9.54,1.49,2.22,8.05,4.58,1.46,51.67,0.12,1.07,9.81,-6.7,78.33,66.67,66.67,51.67,-50.44,false,leaderGrade×risk,0.66,표본부족
Leader_AB + Risk_51~64,"leaderGrade in [A,B] AND scoutRiskScore between [51,64]",5,cooldown,5,49,54,13.46,0.89,2.05,12.57,6.5,1.2,44.9,-2.75,0.57,11.59,-9.53,75.51,63.27,75.51,63.27,-57.77,false,leaderGrade×risk,1.33,표본부족
Leader_AB + Risk_51~64,"leaderGrade in [A,B] AND scoutRiskScore between [51,64]",10,cooldown,5,42,47,16.28,3.7,5.04,12.58,13.86,1.78,42.86,-1.91,1.97,17.52,-11.49,85.71,76.19,88.1,80.95,-64.52,false,leaderGrade×risk,2.7,표본부족
Leader_AB + Risk_51~64,"leaderGrade in [A,B] AND scoutRiskScore between [51,64]",20,cooldown,4,36,40,17.37,5.42,6.61,11.95,3.76,2.01,50,1.61,1.21,24.54,-15.19,88.89,83.33,91.67,86.11,-56.85,false,leaderGrade×risk,5.24,표본부족
Leader_AB + Risk_51~64,"leaderGrade in [A,B] AND scoutRiskScore between [51,64]",60,cooldown,4,28,32,79.61,35.6,41.1,44.01,266.47,6.37,67.86,15.81,13.51,69.87,-18.79,89.29,89.29,92.86,89.29,-74.11,false,leaderGrade×risk,39.14,표본부족
Leader_AB + Risk_65+,"leaderGrade in [A,B] AND scoutRiskScore between [65,100]",1,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,leaderGrade×risk,0,표본부족
Leader_AB + Risk_65+,"leaderGrade in [A,B] AND scoutRiskScore between [65,100]",3,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,leaderGrade×risk,0.66,표본부족
Leader_AB + Risk_65+,"leaderGrade in [A,B] AND scoutRiskScore between [65,100]",5,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,leaderGrade×risk,1.33,표본부족
Leader_AB + Risk_65+,"leaderGrade in [A,B] AND scoutRiskScore between [65,100]",10,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,leaderGrade×risk,2.7,표본부족
Leader_AB + Risk_65+,"leaderGrade in [A,B] AND scoutRiskScore between [65,100]",20,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,leaderGrade×risk,5.24,표본부족
Leader_AB + Risk_65+,"leaderGrade in [A,B] AND scoutRiskScore between [65,100]",60,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,leaderGrade×risk,39.14,표본부족
Leader_B + Risk_0~24,"leaderGrade in [B] AND scoutRiskScore between [0,24]",1,cooldown,3743,1853,5596,0.06,0.26,0.13,-0.2,1.04,1.15,47.71,-0.23,0.08,4.08,-3.46,45.01,26.55,44.41,21.86,-96.84,false,leaderGrade×risk,0,유망
Leader_B + Risk_0~24,"leaderGrade in [B] AND scoutRiskScore between [0,24]",3,cooldown,2348,1198,3546,0.64,1.03,0.77,-0.39,1.32,1.42,51.17,0.25,0,6.61,-4.96,61.69,43.82,58.6,36.98,-97.77,false,leaderGrade×risk,0.66,유망
Leader_B + Risk_0~24,"leaderGrade in [B] AND scoutRiskScore between [0,24]",5,cooldown,1793,946,2739,1.16,1.93,1.43,-0.77,1.51,1.72,52.96,0.46,0.11,9.1,-5.76,72.52,56.66,62.05,43.97,-99.7,false,leaderGrade×risk,1.33,유망
Leader_B + Risk_0~24,"leaderGrade in [B] AND scoutRiskScore between [0,24]",10,cooldown,1264,668,1932,2.59,3.56,2.92,-0.97,1.9,2,54.64,1.23,-0.65,13.85,-7.79,79.64,68.71,72.6,57.04,-99.83,false,leaderGrade×risk,2.7,유망
Leader_B + Risk_0~24,"leaderGrade in [B] AND scoutRiskScore between [0,24]",20,cooldown,896,463,1359,5.22,8.82,6.45,-3.6,2.45,3.06,58.32,2.41,0.33,23.27,-10.14,88.55,80.35,81.21,66.74,-99.94,false,leaderGrade×risk,5.24,유망
Leader_B + Risk_0~24,"leaderGrade in [B] AND scoutRiskScore between [0,24]",60,cooldown,481,214,695,19.83,25.46,21.56,-5.63,6.7,4.09,61.68,11.61,-1.53,59.9,-16.6,92.06,90.65,88.32,78.97,-100,false,leaderGrade×risk,39.14,역효과
Leader_B + Risk_25~39,"leaderGrade in [B] AND scoutRiskScore between [25,39]",1,cooldown,1632,2464,4096,0.08,-0.33,-0.17,0.41,1.04,0.88,42.41,-0.96,-0.16,5.46,-5.14,56.13,38.19,60.88,39.45,-100,true,leaderGrade×risk,0,역효과
Leader_B + Risk_25~39,"leaderGrade in [B] AND scoutRiskScore between [25,39]",3,cooldown,1069,1647,2716,0.62,-0.22,0.11,0.84,1.25,0.94,45.11,-1.02,-0.5,8.25,-7.38,67.21,53.07,73.04,55.92,-100,true,leaderGrade×risk,0.66,역효과
Leader_B + Risk_25~39,"leaderGrade in [B] AND scoutRiskScore between [25,39]",5,cooldown,870,1318,2188,1.52,0.8,1.09,0.72,1.52,1.18,47.65,-0.72,-0.3,11.04,-8.76,75.27,61.61,77.92,63.96,-100,false,leaderGrade×risk,1.33,역효과
Leader_B + Risk_25~39,"leaderGrade in [B] AND scoutRiskScore between [25,39]",10,cooldown,652,955,1607,3.01,2.95,2.98,0.06,1.9,1.55,49.11,-0.23,0.17,16.68,-11.14,81.99,72.36,83.14,71.52,-100,false,leaderGrade×risk,2.7,유망
Leader_B + Risk_25~39,"leaderGrade in [B] AND scoutRiskScore between [25,39]",20,cooldown,493,665,1158,5.37,4.77,5.03,0.6,2.3,1.67,48.87,-0.4,-0.89,25.38,-14.47,87.22,80.3,86.92,78.8,-100,false,leaderGrade×risk,5.24,역효과
Leader_B + Risk_25~39,"leaderGrade in [B] AND scoutRiskScore between [25,39]",60,cooldown,340,286,626,19.5,29.41,24.03,-9.91,5.88,4.8,62.24,13.61,1.94,63.05,-18.06,94.41,91.26,88.11,83.57,-100,false,leaderGrade×risk,39.14,역효과
Leader_B + Risk_40~50,"leaderGrade in [B] AND scoutRiskScore between [40,50]",1,cooldown,303,899,1202,0.49,-0.44,-0.21,0.93,1.34,0.82,43.05,-0.79,-0.06,4.87,-4.56,53.06,36.04,57.51,35.71,-99.99,true,leaderGrade×risk,0,역효과
Leader_B + Risk_40~50,"leaderGrade in [B] AND scoutRiskScore between [40,50]",3,cooldown,204,623,827,1.35,-0.35,0.07,1.7,1.73,0.9,46.39,-0.55,-0.26,7.62,-6.81,67.9,52.01,68.22,52.01,-100,true,leaderGrade×risk,0.66,역효과
Leader_B + Risk_40~50,"leaderGrade in [B] AND scoutRiskScore between [40,50]",5,cooldown,169,517,686,2.48,0.58,1.05,1.9,2.2,1.14,47.39,-0.4,0.06,10.17,-8.23,73.89,60.93,74.08,59.96,-99.95,false,leaderGrade×risk,1.33,역효과
Leader_B + Risk_40~50,"leaderGrade in [B] AND scoutRiskScore between [40,50]",10,cooldown,136,406,542,3.35,1.65,2.08,1.7,2.25,1.33,47.54,-0.78,-0.73,14.77,-10.8,80.79,71.43,81.53,70.44,-99.95,false,leaderGrade×risk,2.7,역효과
Leader_B + Risk_40~50,"leaderGrade in [B] AND scoutRiskScore between [40,50]",20,cooldown,119,317,436,6.47,3.39,4.23,3.08,3.1,1.48,49.84,-0.04,-1.95,23.06,-14.08,87.7,79.18,84.23,76.97,-100,false,leaderGrade×risk,5.24,역효과
Leader_B + Risk_40~50,"leaderGrade in [B] AND scoutRiskScore between [40,50]",60,cooldown,105,184,289,24.06,22.38,22.99,1.68,9.34,3.43,59.24,9.02,-1.07,57.11,-18.96,94.57,90.22,88.59,84.78,-100,false,leaderGrade×risk,39.14,역효과
Leader_B + Risk_51~64,"leaderGrade in [B] AND scoutRiskScore between [51,64]",1,cooldown,5,81,86,-0.17,0.09,0.08,-0.26,0.95,1.04,44.44,-0.81,0.32,6.03,-4.44,67.9,44.44,59.26,33.33,-50.54,false,leaderGrade×risk,0,표본부족
Leader_B + Risk_51~64,"leaderGrade in [B] AND scoutRiskScore between [51,64]",3,cooldown,4,60,64,0.91,1.49,1.46,-0.58,1.23,1.46,51.67,0.12,1.07,9.81,-6.7,78.33,66.67,66.67,51.67,-50.44,false,leaderGrade×risk,0.66,표본부족
Leader_B + Risk_51~64,"leaderGrade in [B] AND scoutRiskScore between [51,64]",5,cooldown,4,49,53,14.9,0.89,1.95,14.01,5.87,1.2,44.9,-2.75,0.57,11.59,-9.53,75.51,63.27,75.51,63.27,-57.77,false,leaderGrade×risk,1.33,표본부족
Leader_B + Risk_51~64,"leaderGrade in [B] AND scoutRiskScore between [51,64]",10,cooldown,3,42,45,3.46,3.7,3.68,-0.24,2.64,1.78,42.86,-1.91,1.97,17.52,-11.49,85.71,76.19,88.1,80.95,-64.52,false,leaderGrade×risk,2.7,표본부족
Leader_B + Risk_51~64,"leaderGrade in [B] AND scoutRiskScore between [51,64]",20,cooldown,3,36,39,10.8,5.42,5.83,5.38,2.29,2.01,50,1.61,1.21,24.54,-15.19,88.89,83.33,91.67,86.11,-56.85,false,leaderGrade×risk,5.24,표본부족
Leader_B + Risk_51~64,"leaderGrade in [B] AND scoutRiskScore between [51,64]",60,cooldown,3,28,31,76.69,35.6,39.58,41.09,192.79,6.37,67.86,15.81,13.51,69.87,-18.79,89.29,89.29,92.86,89.29,-74.11,false,leaderGrade×risk,39.14,표본부족
Leader_B + Risk_65+,"leaderGrade in [B] AND scoutRiskScore between [65,100]",1,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,leaderGrade×risk,0,표본부족
Leader_B + Risk_65+,"leaderGrade in [B] AND scoutRiskScore between [65,100]",3,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,leaderGrade×risk,0.66,표본부족
Leader_B + Risk_65+,"leaderGrade in [B] AND scoutRiskScore between [65,100]",5,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,leaderGrade×risk,1.33,표본부족
Leader_B + Risk_65+,"leaderGrade in [B] AND scoutRiskScore between [65,100]",10,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,leaderGrade×risk,2.7,표본부족
Leader_B + Risk_65+,"leaderGrade in [B] AND scoutRiskScore between [65,100]",20,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,leaderGrade×risk,5.24,표본부족
Leader_B + Risk_65+,"leaderGrade in [B] AND scoutRiskScore between [65,100]",60,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,leaderGrade×risk,39.14,표본부족
Leader_C + Risk_0~24,"leaderGrade in [C] AND scoutRiskScore between [0,24]",1,cooldown,3379,692,4071,-0.03,0.2,0.01,-0.23,0.98,1.11,49.13,-0.05,0.01,4.12,-3.65,50.14,28.18,47.83,28.18,-97.87,false,leaderGrade×risk,0,유망
Leader_C + Risk_0~24,"leaderGrade in [C] AND scoutRiskScore between [0,24]",3,cooldown,2105,469,2574,0.38,0.74,0.44,-0.36,1.19,1.31,52.67,0.33,-0.15,6.5,-5.06,67.38,47.97,58.64,41.79,-97.67,false,leaderGrade×risk,0.66,유망
Leader_C + Risk_0~24,"leaderGrade in [C] AND scoutRiskScore between [0,24]",5,cooldown,1614,392,2006,0.81,1.4,0.92,-0.59,1.33,1.52,52.04,0.45,-0.58,8.33,-6.03,71.94,56.12,66.07,47.45,-98.09,false,leaderGrade×risk,1.33,유망
Leader_C + Risk_0~24,"leaderGrade in [C] AND scoutRiskScore between [0,24]",10,cooldown,1128,300,1428,2.25,2.31,2.26,-0.06,1.76,1.62,54.33,1.3,-1.44,12.41,-7.97,81.67,71,75.33,57.67,-99.89,false,leaderGrade×risk,2.7,역효과
Leader_C + Risk_0~24,"leaderGrade in [C] AND scoutRiskScore between [0,24]",20,cooldown,798,242,1040,5.66,6.25,5.79,-0.59,2.62,2.39,58.68,2.35,-0.65,20.3,-10.63,85.95,80.17,78.51,66.12,-99.81,false,leaderGrade×risk,5.24,유망
Leader_C + Risk_0~24,"leaderGrade in [C] AND scoutRiskScore between [0,24]",60,cooldown,462,117,579,15.59,26.57,17.81,-10.98,4.38,5,66.67,11.91,2.27,65.04,-13.97,98.29,93.16,79.49,70.94,-99.84,false,leaderGrade×risk,39.14,역효과
Leader_C + Risk_25~39,"leaderGrade in [C] AND scoutRiskScore between [25,39]",1,cooldown,1867,1614,3481,0.26,-0.37,-0.04,0.63,1.16,0.86,43.31,-0.61,-0.39,4.87,-4.85,52.17,34.88,58.61,35.69,-100,true,leaderGrade×risk,0,역효과
Leader_C + Risk_25~39,"leaderGrade in [C] AND scoutRiskScore between [25,39]",3,cooldown,1232,1102,2334,1.08,-0.08,0.53,1.16,1.54,0.98,46.46,-0.53,-0.63,7.64,-7.04,67.51,52.63,71.23,52.81,-100,true,leaderGrade×risk,0.66,역효과
Leader_C + Risk_25~39,"leaderGrade in [C] AND scoutRiskScore between [25,39]",5,cooldown,988,896,1884,1.98,0.2,1.14,1.78,1.9,1.05,46.99,-0.47,-1.08,9.82,-8.39,74.33,60.71,76.79,59.93,-100,false,leaderGrade×risk,1.33,역효과
Leader_C + Risk_25~39,"leaderGrade in [C] AND scoutRiskScore between [25,39]",10,cooldown,744,688,1432,2.88,0.89,1.92,1.99,1.95,1.16,46.95,-0.71,-1.84,14.32,-10.86,82.27,71.08,81.83,69.33,-100,false,leaderGrade×risk,2.7,역효과
Leader_C + Risk_25~39,"leaderGrade in [C] AND scoutRiskScore between [25,39]",20,cooldown,578,503,1081,6.89,2.82,5,4.07,3.12,1.38,46.72,-1.25,-2.67,21.83,-14.55,87.28,80.12,86.68,77.53,-100,false,leaderGrade×risk,5.24,역효과
Leader_C + Risk_25~39,"leaderGrade in [C] AND scoutRiskScore between [25,39]",60,cooldown,384,226,610,20.94,23.43,21.86,-2.49,5.73,3.71,57.52,4.5,-3.59,62.81,-17.46,93.36,92.48,89.82,81.42,-100,false,leaderGrade×risk,39.14,역효과
Leader_C + Risk_40~50,"leaderGrade in [C] AND scoutRiskScore between [40,50]",1,cooldown,613,1684,2297,0.34,-0.44,-0.23,0.78,1.23,0.84,42.28,-1.09,-0.17,4.75,-4.96,49.05,33.14,59.44,37.53,-100,true,leaderGrade×risk,0,역효과
