strategy,definition,horizonDays,mode,trainTrades,testTrades,allTrades,trainAvgPct,testAvgPct,allAvgPct,generalizationGap,trainPF,testPF,testWinRatePct,testMedianPct,testExcessPct,testMfePct,testMaePct,testHitPlus3Pct,testHitPlus5Pct,testHitMinus3Pct,testHitMinus5Pct,testMddPct,overfitWarning,axis,baselineTestAvgPct,verdict
낙폭_0~-5 + Stab_80~89,"drawdownFromHighPct between [-5,0] AND scoutStabilizeScore between [80,89]",1,cooldown,1119,979,2098,0.3,-0.11,0.11,0.41,1.2,0.96,45.76,-0.41,0.07,5.37,-4.69,54.65,38.41,55.16,33.71,-99.91,true,drawdown×stab,0,역효과
낙폭_0~-5 + Stab_80~89,"drawdownFromHighPct between [-5,0] AND scoutStabilizeScore between [80,89]",3,cooldown,786,722,1508,0.9,0.72,0.81,0.18,1.43,1.19,48.2,-0.39,0.45,9.02,-6.96,67.73,55.82,68.28,48.75,-99.97,false,drawdown×stab,0.66,유망
낙폭_0~-5 + Stab_80~89,"drawdownFromHighPct between [-5,0] AND scoutStabilizeScore between [80,89]",5,cooldown,661,608,1269,1.87,1.19,1.54,0.68,1.8,1.26,47.04,-0.64,0.22,11.74,-8.34,75.49,64.8,74.18,56.25,-99.95,false,drawdown×stab,1.33,역효과
낙폭_0~-5 + Stab_80~89,"drawdownFromHighPct between [-5,0] AND scoutStabilizeScore between [80,89]",10,cooldown,505,492,997,3.2,2.66,2.93,0.54,2.06,1.48,50,0.07,0.39,16.56,-11.06,79.67,73.17,80.08,66.06,-99.92,false,drawdown×stab,2.7,역효과
낙폭_0~-5 + Stab_80~89,"drawdownFromHighPct between [-5,0] AND scoutStabilizeScore between [80,89]",20,cooldown,398,367,765,4.79,6.85,5.78,-2.06,2.14,2,54.22,1.55,1.8,27.45,-13.57,89.37,83.11,82.29,71.39,-99.99,false,drawdown×stab,5.24,유망
낙폭_0~-5 + Stab_80~89,"drawdownFromHighPct between [-5,0] AND scoutStabilizeScore between [80,89]",60,cooldown,244,185,429,18.27,27.74,22.35,-9.47,5.62,4.34,63.24,11.66,5.11,64.11,-18.52,96.76,94.59,89.73,81.62,-100,false,drawdown×stab,39.14,역효과
낙폭_0~-5 + Stab_90+,"drawdownFromHighPct between [-5,0] AND scoutStabilizeScore between [90,100]",1,cooldown,2485,2302,4787,0.28,0.28,0.28,0,1.15,1.1,46.13,-0.47,0.38,6.62,-5.62,61.03,44.83,63.47,42.75,-100,false,drawdown×stab,0,유망
낙폭_0~-5 + Stab_90+,"drawdownFromHighPct between [-5,0] AND scoutStabilizeScore between [90,100]",3,cooldown,1464,1389,2853,1.01,1.1,1.05,-0.09,1.41,1.27,48.02,-0.49,0.74,10.4,-7.76,72.5,59.76,73.22,55.87,-100,false,drawdown×stab,0.66,유망
낙폭_0~-5 + Stab_90+,"drawdownFromHighPct between [-5,0] AND scoutStabilizeScore between [90,100]",5,cooldown,1122,1056,2178,1.75,2.3,2.01,-0.55,1.62,1.5,49.53,-0.15,1.33,13.44,-9.21,76.99,67.05,76.42,61.74,-100,false,drawdown×stab,1.33,유망
낙폭_0~-5 + Stab_90+,"drawdownFromHighPct between [-5,0] AND scoutStabilizeScore between [90,100]",10,cooldown,761,741,1502,3.01,4.46,3.73,-1.45,1.81,1.81,51.28,0.54,1.83,19.53,-11.82,81.92,73.95,82.32,70.45,-99.99,false,drawdown×stab,2.7,유망
낙폭_0~-5 + Stab_90+,"drawdownFromHighPct between [-5,0] AND scoutStabilizeScore between [90,100]",20,cooldown,535,488,1023,5.51,9.18,7.26,-3.67,2.2,2.44,52.46,1.16,3.31,30.64,-14.01,89.55,84.02,86.48,76.43,-99.98,false,drawdown×stab,5.24,유망
낙폭_0~-5 + Stab_90+,"drawdownFromHighPct between [-5,0] AND scoutStabilizeScore between [90,100]",60,cooldown,316,249,565,18.88,25.64,21.86,-6.76,5.52,3.33,57.43,7.19,4.3,70.03,-21.11,92.77,91.16,89.56,83.13,-100,false,drawdown×stab,39.14,역효과
낙폭_-5~-10 + Stab_<45,"drawdownFromHighPct between [-10,-5.0001] AND scoutStabilizeScore lt 45",1,cooldown,179,73,252,-0.23,-0.76,-0.38,0.53,0.8,0.64,43.84,-0.23,-0.29,3.06,-3.51,28.77,17.81,38.36,19.18,-55.62,false,drawdown×stab,0,역효과
낙폭_-5~-10 + Stab_<45,"drawdownFromHighPct between [-10,-5.0001] AND scoutStabilizeScore lt 45",3,cooldown,131,61,192,-0.05,-0.01,-0.03,-0.04,0.97,1,52.46,0.35,-0.28,5.42,-4.72,49.18,32.79,50.82,29.51,-61.15,false,drawdown×stab,0.66,역효과
낙폭_-5~-10 + Stab_<45,"drawdownFromHighPct between [-10,-5.0001] AND scoutStabilizeScore lt 45",5,cooldown,114,57,171,0.74,0.62,0.7,0.12,1.48,1.22,54.39,0.82,-0.2,7.54,-5.54,61.4,47.37,52.63,33.33,-62.85,false,drawdown×stab,1.33,역효과
낙폭_-5~-10 + Stab_<45,"drawdownFromHighPct between [-10,-5.0001] AND scoutStabilizeScore lt 45",10,cooldown,95,51,146,1.93,0.69,1.5,1.24,1.99,1.2,54.9,0.65,0.16,10.84,-7.89,76.47,56.86,64.71,45.1,-68.19,false,drawdown×stab,2.7,역효과
낙폭_-5~-10 + Stab_<45,"drawdownFromHighPct between [-10,-5.0001] AND scoutStabilizeScore lt 45",20,cooldown,85,46,131,2.47,4.15,3.06,-1.68,2.03,1.93,67.39,5.21,0.96,19.61,-10.13,89.13,78.26,73.91,56.52,-73.92,false,drawdown×stab,5.24,역효과
낙폭_-5~-10 + Stab_<45,"drawdownFromHighPct between [-10,-5.0001] AND scoutStabilizeScore lt 45",60,cooldown,70,32,102,7.08,26.02,13.02,-18.94,2.9,14.5,84.38,17.82,0.43,54.76,-9.06,100,100,71.88,46.88,-46.29,false,drawdown×stab,39.14,역효과
낙폭_-5~-10 + Stab_45~64,"drawdownFromHighPct between [-10,-5.0001] AND scoutStabilizeScore between [45,64]",1,cooldown,679,450,1129,-0.06,-0.6,-0.27,0.54,0.96,0.73,41.11,-0.88,-0.28,3.79,-4.03,41.78,24.89,50.44,29.11,-99.09,false,drawdown×stab,0,역효과
낙폭_-5~-10 + Stab_45~64,"drawdownFromHighPct between [-10,-5.0001] AND scoutStabilizeScore between [45,64]",3,cooldown,501,349,850,0.27,0.36,0.31,-0.09,1.15,1.13,47.56,-0.45,-0.14,6.39,-5.51,56.73,40.97,60.17,42.98,-97.03,false,drawdown×stab,0.66,역효과
낙폭_-5~-10 + Stab_45~64,"drawdownFromHighPct between [-10,-5.0001] AND scoutStabilizeScore between [45,64]",5,cooldown,434,315,749,0.56,1.06,0.77,-0.5,1.27,1.31,47.62,-0.42,-0.16,8.82,-6.93,64.13,51.75,69.52,53.02,-98.71,false,drawdown×stab,1.33,역효과
낙폭_-5~-10 + Stab_45~64,"drawdownFromHighPct between [-10,-5.0001] AND scoutStabilizeScore between [45,64]",10,cooldown,351,265,616,1.69,1.1,1.43,0.59,1.71,1.23,43.4,-1.54,-1.08,13.4,-9.61,74.34,63.77,79.25,66.42,-99.84,false,drawdown×stab,2.7,역효과
낙폭_-5~-10 + Stab_45~64,"drawdownFromHighPct between [-10,-5.0001] AND scoutStabilizeScore between [45,64]",20,cooldown,284,211,495,3.29,4.3,3.72,-1.01,2.15,1.73,51.66,1.34,-1.74,20.21,-12.81,81.04,73.93,87.68,76.78,-99.83,false,drawdown×stab,5.24,역효과
낙폭_-5~-10 + Stab_45~64,"drawdownFromHighPct between [-10,-5.0001] AND scoutStabilizeScore between [45,64]",60,cooldown,180,134,314,15.3,22.14,18.22,-6.84,5.9,3.69,63.43,13.53,-1.92,54.92,-17.47,92.54,90.3,89.55,82.09,-99.95,false,drawdown×stab,39.14,역효과
낙폭_-5~-10 + Stab_65~79,"drawdownFromHighPct between [-10,-5.0001] AND scoutStabilizeScore between [65,79]",1,cooldown,851,709,1560,0.11,-0.41,-0.13,0.52,1.08,0.82,42.6,-0.74,0.01,4.06,-4.02,44.85,26.09,48.66,29.9,-99.8,true,drawdown×stab,0,역효과
낙폭_-5~-10 + Stab_65~79,"drawdownFromHighPct between [-10,-5.0001] AND scoutStabilizeScore between [65,79]",3,cooldown,645,559,1204,0.43,-0.06,0.2,0.49,1.22,0.98,45.08,-0.61,-0.29,6.39,-5.82,59.39,43.83,63.86,43.65,-99.93,true,drawdown×stab,0.66,역효과
낙폭_-5~-10 + Stab_65~79,"drawdownFromHighPct between [-10,-5.0001] AND scoutStabilizeScore between [65,79]",5,cooldown,576,505,1081,1.16,0.73,0.96,0.43,1.51,1.23,47.92,-0.23,-0.33,8.53,-6.82,68.51,54.26,69.7,53.07,-99.33,false,drawdown×stab,1.33,역효과
낙폭_-5~-10 + Stab_65~79,"drawdownFromHighPct between [-10,-5.0001] AND scoutStabilizeScore between [65,79]",10,cooldown,478,417,895,2.2,1.83,2.03,0.37,1.71,1.42,48.68,-0.57,-0.62,12.75,-9.12,77.46,66.19,76.02,64.27,-99.87,false,drawdown×stab,2.7,역효과
낙폭_-5~-10 + Stab_65~79,"drawdownFromHighPct between [-10,-5.0001] AND scoutStabilizeScore between [65,79]",20,cooldown,376,327,703,3.82,5.4,4.56,-1.58,2.02,1.97,51.38,0.7,-1.36,20.59,-11.87,86.54,77.37,81.65,72.17,-100,false,drawdown×stab,5.24,유망
낙폭_-5~-10 + Stab_65~79,"drawdownFromHighPct between [-10,-5.0001] AND scoutStabilizeScore between [65,79]",60,cooldown,236,166,402,17.52,24.25,20.3,-6.73,5.65,4.34,67.47,15.01,-1.49,54.97,-17.02,96.39,90.96,85.54,79.52,-99.99,false,drawdown×stab,39.14,역효과
낙폭_-5~-10 + Stab_80~89,"drawdownFromHighPct between [-10,-5.0001] AND scoutStabilizeScore between [80,89]",1,cooldown,886,907,1793,0.27,0.01,0.14,0.26,1.16,1.01,45.09,-0.48,0.26,5.1,-4.73,49.72,32.97,56.01,34.51,-99.49,false,drawdown×stab,0,유망
낙폭_-5~-10 + Stab_80~89,"drawdownFromHighPct between [-10,-5.0001] AND scoutStabilizeScore between [80,89]",3,cooldown,692,722,1414,0.98,0.92,0.95,0.06,1.46,1.29,49.17,-0.12,0.47,8.39,-6.64,65.37,51.39,68.28,50.55,-98.11,false,drawdown×stab,0.66,유망
낙폭_-5~-10 + Stab_80~89,"drawdownFromHighPct between [-10,-5.0001] AND scoutStabilizeScore between [80,89]",5,cooldown,608,657,1265,1.61,1.32,1.46,0.29,1.62,1.34,46.42,-0.46,0.32,11.08,-7.97,73.52,62.1,74.28,58.14,-99.85,false,drawdown×stab,1.33,역효과
낙폭_-5~-10 + Stab_80~89,"drawdownFromHighPct between [-10,-5.0001] AND scoutStabilizeScore between [80,89]",10,cooldown,518,544,1062,3.48,3.73,3.61,-0.25,2.09,1.79,49.82,-0.17,1.03,17.13,-10.21,81.07,72.24,79.96,66.73,-99.31,false,drawdown×stab,2.7,유망
낙폭_-5~-10 + Stab_80~89,"drawdownFromHighPct between [-10,-5.0001] AND scoutStabilizeScore between [80,89]",20,cooldown,422,420,842,5.45,7.29,6.37,-1.84,2.35,2.17,51.9,1.07,1.96,25.49,-13.05,87.14,80.24,84.76,75.48,-100,false,drawdown×stab,5.24,유망
낙폭_-5~-10 + Stab_80~89,"drawdownFromHighPct between [-10,-5.0001] AND scoutStabilizeScore between [80,89]",60,cooldown,282,225,507,15.42,32.05,22.8,-16.63,4.89,5.38,64.44,13.5,5.9,68.18,-17.56,94.22,92.44,89.33,82.22,-99.99,false,drawdown×stab,39.14,역효과
낙폭_-5~-10 + Stab_90+,"drawdownFromHighPct between [-10,-5.0001] AND scoutStabilizeScore between [90,100]",1,cooldown,1029,1053,2082,0.19,0.25,0.22,-0.06,1.1,1.09,47.01,-0.5,0.29,6.24,-5.18,59.07,42.17,60.49,40.84,-99.58,false,drawdown×stab,0,유망
낙폭_-5~-10 + Stab_90+,"drawdownFromHighPct between [-10,-5.0001] AND scoutStabilizeScore between [90,100]",3,cooldown,747,823,1570,1.15,1,1.07,0.15,1.5,1.28,49.7,-0.04,0.58,9.46,-7.21,70.6,56.5,71.57,55.89,-99.64,false,drawdown×stab,0.66,유망
낙폭_-5~-10 + Stab_90+,"drawdownFromHighPct between [-10,-5.0001] AND scoutStabilizeScore between [90,100]",5,cooldown,663,722,1385,1.13,1.55,1.35,-0.42,1.38,1.37,49.58,-0.02,0.73,12.03,-8.67,75.48,63.85,76.18,62.47,-99.72,false,drawdown×stab,1.33,유망
낙폭_-5~-10 + Stab_90+,"drawdownFromHighPct between [-10,-5.0001] AND scoutStabilizeScore between [90,100]",10,cooldown,528,580,1108,2.49,4.76,3.68,-2.27,1.67,1.99,50,0,1.78,18.55,-10.61,82.41,73.45,80.17,69.48,-97.77,false,drawdown×stab,2.7,유망
낙폭_-5~-10 + Stab_90+,"drawdownFromHighPct between [-10,-5.0001] AND scoutStabilizeScore between [90,100]",20,cooldown,427,441,868,5.83,8.52,7.19,-2.69,2.41,2.39,51.7,2.05,2.06,27.47,-13.94,87.53,80.95,88.66,80.95,-99.98,false,drawdown×stab,5.24,유망
낙폭_-5~-10 + Stab_90+,"drawdownFromHighPct between [-10,-5.0001] AND scoutStabilizeScore between [90,100]",60,cooldown,293,235,528,19.62,29.44,23.99,-9.82,5.59,3.79,57.87,9.94,5.98,69.28,-20.52,93.62,91.91,91.49,85.53,-100,false,drawdown×stab,39.14,역효과
낙폭_-10~-15 + Stab_<45,"drawdownFromHighPct between [-15,-10.0001] AND scoutStabilizeScore lt 45",1,cooldown,466,203,669,0.05,0.19,0.09,-0.14,1.04,1.12,54.19,0.24,0.33,3.7,-3.27,43.35,25.62,41.87,21.67,-58.29,false,drawdown×stab,0,유망
낙폭_-10~-15 + Stab_<45,"drawdownFromHighPct between [-15,-10.0001] AND scoutStabilizeScore lt 45",3,cooldown,325,158,483,0.25,1.25,0.58,-1,1.16,1.55,53.8,0.6,0.61,6.32,-4.7,59.49,38.61,54.43,34.18,-61.28,false,drawdown×stab,0.66,유망
낙폭_-10~-15 + Stab_<45,"drawdownFromHighPct between [-15,-10.0001] AND scoutStabilizeScore lt 45",5,cooldown,273,141,414,0.68,2.2,1.2,-1.52,1.35,1.92,56.74,1.07,0.38,8.53,-5.47,70.21,50.35,60.99,39.01,-71.3,false,drawdown×stab,1.33,유망
낙폭_-10~-15 + Stab_<45,"drawdownFromHighPct between [-15,-10.0001] AND scoutStabilizeScore lt 45",10,cooldown,222,126,348,1.21,2.65,1.73,-1.44,1.51,1.76,57.14,2.15,0.14,12.19,-7.89,82.54,67.46,74.6,54.76,-82.62,false,drawdown×stab,2.7,역효과
낙폭_-10~-15 + Stab_<45,"drawdownFromHighPct between [-15,-10.0001] AND scoutStabilizeScore lt 45",20,cooldown,184,107,291,3.62,5.6,4.34,-1.98,2.07,2.18,53.27,1.79,0.26,20.2,-10.38,88.79,79.44,82.24,64.49,-93.69,false,drawdown×stab,5.24,유망
낙폭_-10~-15 + Stab_<45,"drawdownFromHighPct between [-15,-10.0001] AND scoutStabilizeScore lt 45",60,cooldown,142,77,219,14.99,19.59,16.6,-4.6,5.73,3.44,63.64,13.93,-5.13,53.42,-15.09,97.4,92.21,85.71,72.73,-97.88,false,drawdown×stab,39.14,역효과
낙폭_-10~-15 + Stab_45~64,"drawdownFromHighPct between [-15,-10.0001] AND scoutStabilizeScore between [45,64]",1,cooldown,1004,845,1849,0.1,-0.39,-0.12,0.49,1.08,0.82,43.79,-0.55,-0.12,4,-3.85,46.63,26.63,48.99,27.57,-99.68,true,drawdown×stab,0,역효과
낙폭_-10~-15 + Stab_45~64,"drawdownFromHighPct between [-15,-10.0001] AND scoutStabilizeScore between [45,64]",3,cooldown,725,624,1349,0.42,0.26,0.34,0.16,1.25,1.09,47.92,-0.26,-0.09,6.5,-5.59,62.98,45.67,64.42,42.63,-99.67,false,drawdown×stab,0.66,역효과
낙폭_-10~-15 + Stab_45~64,"drawdownFromHighPct between [-15,-10.0001] AND scoutStabilizeScore between [45,64]",5,cooldown,614,538,1152,1.16,0.94,1.06,0.22,1.64,1.28,50,-0.02,-0.09,8.81,-6.86,71.56,55.76,72.86,50.93,-99.77,false,drawdown×stab,1.33,역효과
낙폭_-10~-15 + Stab_45~64,"drawdownFromHighPct between [-15,-10.0001] AND scoutStabilizeScore between [45,64]",10,cooldown,482,435,917,2.39,3.35,2.85,-0.96,2.05,1.8,53.79,1.14,0.58,14.32,-9.05,80,67.82,78.16,61.84,-99.94,false,drawdown×stab,2.7,유망
낙폭_-10~-15 + Stab_45~64,"drawdownFromHighPct between [-15,-10.0001] AND scoutStabilizeScore between [45,64]",20,cooldown,377,338,715,4.71,6.7,5.65,-1.99,2.51,2.25,55.62,2.07,0.61,23.18,-12.02,86.98,78.99,82.54,69.23,-99.99,false,drawdown×stab,5.24,유망
낙폭_-10~-15 + Stab_45~64,"drawdownFromHighPct between [-15,-10.0001] AND scoutStabilizeScore between [45,64]",60,cooldown,238,195,433,21.08,29.26,24.76,-8.18,7.32,4.4,61.03,9.35,4.84,68.58,-16.76,94.87,92.31,85.64,74.36,-99.99,false,drawdown×stab,39.14,역효과
낙폭_-10~-15 + Stab_65~79,"drawdownFromHighPct between [-15,-10.0001] AND scoutStabilizeScore between [65,79]",1,cooldown,812,762,1574,-0.06,0.22,0.08,-0.28,0.96,1.12,48.43,-0.23,0.03,4.42,-3.83,48.95,29.79,48.69,28.08,-96.13,false,drawdown×stab,0,유망
낙폭_-10~-15 + Stab_65~79,"drawdownFromHighPct between [-15,-10.0001] AND scoutStabilizeScore between [65,79]",3,cooldown,630,607,1237,0.49,0.6,0.54,-0.11,1.25,1.21,49.42,-0.05,-0.14,7.29,-5.54,66.39,49.09,63.43,44.15,-98.64,false,drawdown×stab,0.66,역효과
낙폭_-10~-15 + Stab_65~79,"drawdownFromHighPct between [-15,-10.0001] AND scoutStabilizeScore between [65,79]",5,cooldown,562,537,1099,1.23,0.79,1.02,0.44,1.55,1.22,50.65,0.1,-0.4,9.26,-6.86,75.05,58.1,67.78,52.33,-99.89,false,drawdown×stab,1.33,역효과
낙폭_-10~-15 + Stab_65~79,"drawdownFromHighPct between [-15,-10.0001] AND scoutStabilizeScore between [65,79]",10,cooldown,474,456,930,1.87,3.06,2.45,-1.19,1.59,1.71,53.29,1.14,-0.14,14.14,-9.33,83.55,71.71,76.1,62.5,-99.91,false,drawdown×stab,2.7,유망
낙폭_-10~-15 + Stab_65~79,"drawdownFromHighPct between [-15,-10.0001] AND scoutStabilizeScore between [65,79]",20,cooldown,380,364,744,5.05,5.74,5.39,-0.69,2.41,1.97,57.69,2.19,-0.58,23.34,-12.23,89.29,82.97,79.95,69.78,-100,false,drawdown×stab,5.24,유망
낙폭_-10~-15 + Stab_65~79,"drawdownFromHighPct between [-15,-10.0001] AND scoutStabilizeScore between [65,79]",60,cooldown,240,195,435,19,27.63,22.87,-8.63,6.06,4.18,59.49,11.56,1.67,65.06,-17.98,95.9,95.38,85.64,80,-99.98,false,drawdown×stab,39.14,역효과
낙폭_-10~-15 + Stab_80~89,"drawdownFromHighPct between [-15,-10.0001] AND scoutStabilizeScore between [80,89]",1,cooldown,650,797,1447,0.04,0.16,0.11,-0.12,1.02,1.06,45.17,-0.5,0.15,5.43,-5.12,55.58,35.88,60.6,38.64,-96.77,false,drawdown×stab,0,유망
낙폭_-10~-15 + Stab_80~89,"drawdownFromHighPct between [-15,-10.0001] AND scoutStabilizeScore between [80,89]",3,cooldown,520,654,1174,0.83,0.9,0.87,-0.07,1.34,1.27,47.86,-0.41,0.34,8.92,-7.02,69.42,54.89,71.87,55.2,-96.7,false,drawdown×stab,0.66,유망
낙폭_-10~-15 + Stab_80~89,"drawdownFromHighPct between [-15,-10.0001] AND scoutStabilizeScore between [80,89]",5,cooldown,463,596,1059,1.11,1.28,1.21,-0.17,1.37,1.31,47.99,-0.42,0.29,11.45,-8.46,75.5,63.59,75.67,61.24,-99.16,false,drawdown×stab,1.33,역효과
낙폭_-10~-15 + Stab_80~89,"drawdownFromHighPct between [-15,-10.0001] AND scoutStabilizeScore between [80,89]",10,cooldown,398,506,904,3.12,3.21,3.17,-0.09,1.92,1.6,48.42,-0.67,0.69,17.68,-11.02,83.79,73.52,82.41,69.76,-99.99,false,drawdown×stab,2.7,유망
낙폭_-10~-15 + Stab_80~89,"drawdownFromHighPct between [-15,-10.0001] AND scoutStabilizeScore between [80,89]",20,cooldown,342,408,750,5.74,6.69,6.26,-0.95,2.45,1.94,50,-0.18,1.32,26.38,-14.28,89.46,81.37,85.05,75,-100,false,drawdown×stab,5.24,유망
낙폭_-10~-15 + Stab_80~89,"drawdownFromHighPct between [-15,-10.0001] AND scoutStabilizeScore between [80,89]",60,cooldown,247,217,464,18.21,34.15,25.66,-15.94,5.39,5.33,60.37,10.87,7.88,72.42,-18.21,94.93,91.71,88.48,80.65,-99.99,false,drawdown×stab,39.14,역효과
낙폭_-10~-15 + Stab_90+,"drawdownFromHighPct between [-15,-10.0001] AND scoutStabilizeScore between [90,100]",1,cooldown,669,583,1252,0.07,0.41,0.23,-0.34,1.04,1.14,47.51,-0.42,0.57,6.78,-5.72,62.44,46.48,65.18,44.94,-99.13,false,drawdown×stab,0,유망
낙폭_-10~-15 + Stab_90+,"drawdownFromHighPct between [-15,-10.0001] AND scoutStabilizeScore between [90,100]",3,cooldown,494,473,967,0.54,0.95,0.74,-0.41,1.21,1.23,45.67,-0.89,1.03,10.43,-7.94,73.15,59.41,73.57,58.14,-99.52,false,drawdown×stab,0.66,유망
낙폭_-10~-15 + Stab_90+,"drawdownFromHighPct between [-15,-10.0001] AND scoutStabilizeScore between [90,100]",5,cooldown,434,434,868,1.01,2.12,1.57,-1.11,1.33,1.46,47.24,-0.74,1.15,13.22,-9.53,78.57,66.82,79.72,66.82,-99.38,false,drawdown×stab,1.33,유망
낙폭_-10~-15 + Stab_90+,"drawdownFromHighPct between [-15,-10.0001] AND scoutStabilizeScore between [90,100]",10,cooldown,359,372,731,2.56,3.85,3.22,-1.29,1.68,1.66,47.58,-0.99,1.28,19.16,-11.96,82.8,73.12,85.22,75,-99.94,false,drawdown×stab,2.7,유망
낙폭_-10~-15 + Stab_90+,"drawdownFromHighPct between [-15,-10.0001] AND scoutStabilizeScore between [90,100]",20,cooldown,298,311,609,5.61,8.59,7.13,-2.98,2.19,2.12,51.45,0.44,3,29.99,-15.71,85.53,80.06,87.46,80.71,-100,false,drawdown×stab,5.24,유망
낙폭_-10~-15 + Stab_90+,"drawdownFromHighPct between [-15,-10.0001] AND scoutStabilizeScore between [90,100]",60,cooldown,236,178,414,20.89,35.81,27.3,-14.92,5.3,4.33,58.99,12.69,11.47,78.82,-21.66,91.01,87.08,88.76,83.71,-100,false,drawdown×stab,39.14,역효과
낙폭_-15~-20 + Stab_<45,"drawdownFromHighPct between [-20,-15.0001] AND scoutStabilizeScore lt 45",1,cooldown,581,369,950,0.03,-0.54,-0.19,0.57,1.02,0.74,43.09,-0.56,0.01,3.59,-3.71,44.17,25.47,50.41,27.64,-91.21,true,drawdown×stab,0,역효과
낙폭_-15~-20 + Stab_<45,"drawdownFromHighPct between [-20,-15.0001] AND scoutStabilizeScore lt 45",3,cooldown,389,283,672,0.33,-0.4,0.02,0.73,1.18,0.86,46.29,-0.56,-0.25,5.58,-5.44,57.6,40.64,64.31,45.23,-92.05,true,drawdown×stab,0.66,역효과
낙폭_-15~-20 + Stab_<45,"drawdownFromHighPct between [-20,-15.0001] AND scoutStabilizeScore lt 45",5,cooldown,342,243,585,0.63,0.15,0.43,0.48,1.3,1.05,50.21,0.02,-0.77,6.97,-6.6,67.08,48.15,71.19,52.67,-95.22,false,drawdown×stab,1.33,역효과
낙폭_-15~-20 + Stab_<45,"drawdownFromHighPct between [-20,-15.0001] AND scoutStabilizeScore lt 45",10,cooldown,267,203,470,2.32,1.07,1.78,1.25,1.96,1.27,54.19,0.66,-1.22,11.05,-9,79.8,67,79.31,63.55,-99.08,false,drawdown×stab,2.7,역효과
낙폭_-15~-20 + Stab_<45,"drawdownFromHighPct between [-20,-15.0001] AND scoutStabilizeScore lt 45",20,cooldown,223,167,390,5.43,1.98,3.95,3.45,2.87,1.33,46.71,-1.13,-3.04,17.16,-11.7,85.63,76.65,85.63,73.65,-99.94,false,drawdown×stab,5.24,역효과
낙폭_-15~-20 + Stab_<45,"drawdownFromHighPct between [-20,-15.0001] AND scoutStabilizeScore lt 45",60,cooldown,181,117,298,23.38,15.8,20.4,7.58,7.65,2.51,57.26,7.87,-7.77,48.77,-17.89,95.73,92.31,88.89,79.49,-99.96,false,drawdown×stab,39.14,역효과
낙폭_-15~-20 + Stab_45~64,"drawdownFromHighPct between [-20,-15.0001] AND scoutStabilizeScore between [45,64]",1,cooldown,922,1025,1947,0.33,-0.32,-0.01,0.65,1.26,0.86,43.02,-0.69,-0.2,4.23,-4.13,50.24,31.51,54.63,31.02,-99.57,true,drawdown×stab,0,역효과
낙폭_-15~-20 + Stab_45~64,"drawdownFromHighPct between [-20,-15.0001] AND scoutStabilizeScore between [45,64]",3,cooldown,678,771,1449,1,0.21,0.58,0.79,1.58,1.07,48.51,-0.23,-0.26,6.91,-5.91,65.63,50.32,67.19,48.12,-99.92,false,drawdown×stab,0.66,역효과
낙폭_-15~-20 + Stab_45~64,"drawdownFromHighPct between [-20,-15.0001] AND scoutStabilizeScore between [45,64]",5,cooldown,578,663,1241,1.71,0.81,1.23,0.9,1.88,1.23,49.92,-0.01,-0.08,9.05,-7.25,72.7,57.01,74.06,57.16,-99.98,false,drawdown×stab,1.33,역효과
낙폭_-15~-20 + Stab_45~64,"drawdownFromHighPct between [-20,-15.0001] AND scoutStabilizeScore between [45,64]",10,cooldown,461,531,992,2.57,2.02,2.28,0.55,1.98,1.46,50.66,0.28,-1.07,13.83,-9.34,83.05,72.13,78.53,64.97,-100,false,drawdown×stab,2.7,역효과
낙폭_-15~-20 + Stab_45~64,"drawdownFromHighPct between [-20,-15.0001] AND scoutStabilizeScore between [45,64]",20,cooldown,357,400,757,6.39,4.96,5.63,1.43,2.93,1.78,49.75,-0.04,-0.95,21.9,-12.68,88.5,79,85.25,76,-100,false,drawdown×stab,5.24,역효과
낙폭_-15~-20 + Stab_45~64,"drawdownFromHighPct between [-20,-15.0001] AND scoutStabilizeScore between [45,64]",60,cooldown,247,213,460,22.06,26.58,24.15,-4.52,7.59,4,57.75,10.02,2.65,63.65,-17.23,95.31,92.96,92.02,83.1,-100,false,drawdown×stab,39.14,역효과
낙폭_-15~-20 + Stab_65~79,"drawdownFromHighPct between [-20,-15.0001] AND scoutStabilizeScore between [65,79]",1,cooldown,654,694,1348,0.25,-0.57,-0.17,0.82,1.16,0.78,41.21,-1.1,-0.37,4.39,-4.6,46.97,30.4,57.06,36.31,-99.86,true,drawdown×stab,0,역효과
낙폭_-15~-20 + Stab_65~79,"drawdownFromHighPct between [-20,-15.0001] AND scoutStabilizeScore between [65,79]",3,cooldown,525,582,1107,0.76,-0.29,0.21,1.05,1.38,0.92,43.99,-0.91,-0.33,7.05,-6.61,63.57,47.94,71.48,53.78,-99.96,true,drawdown×stab,0.66,역효과
낙폭_-15~-20 + Stab_65~79,"drawdownFromHighPct between [-20,-15.0001] AND scoutStabilizeScore between [65,79]",5,cooldown,476,527,1003,1.66,0.17,0.88,1.49,1.7,1.04,46.11,-0.96,-0.43,9.65,-8.2,69.64,55.6,75.14,60.34,-100,false,drawdown×stab,1.33,역효과
