strategy,definition,horizonDays,mode,trainTrades,testTrades,allTrades,trainAvgPct,testAvgPct,allAvgPct,generalizationGap,trainPF,testPF,testWinRatePct,testMedianPct,testExcessPct,testMfePct,testMaePct,testHitPlus3Pct,testHitPlus5Pct,testHitMinus3Pct,testHitMinus5Pct,testMddPct,overfitWarning,axis,baselineTestAvgPct,verdict
Leader_B + 종합순위_1-5,"leaderGrade in [B] AND combinedRank between [1,5]",5,cooldown,40,27,67,0.57,4.92,2.33,-4.35,1.24,3.37,66.67,2,-0.79,13.7,-5.24,85.19,81.48,51.85,33.33,-32.7,false,leaderGrade×combinedRank,2.56,유망
Leader_B + 종합순위_1-5,"leaderGrade in [B] AND combinedRank between [1,5]",10,cooldown,32,25,57,3.09,6.32,4.5,-3.23,2.35,2.89,64,3.99,-1.98,18.95,-7.72,92,88,64,40,-27.79,false,leaderGrade×combinedRank,5.57,유망
Leader_B + 종합순위_1-10,"leaderGrade in [B] AND combinedRank between [1,10]",5,cooldown,40,27,67,0.57,4.92,2.33,-4.35,1.24,3.37,66.67,2,-0.79,13.7,-5.24,85.19,81.48,51.85,33.33,-32.7,false,leaderGrade×combinedRank,2.56,유망
Leader_B + 종합순위_1-10,"leaderGrade in [B] AND combinedRank between [1,10]",10,cooldown,32,25,57,3.09,6.32,4.5,-3.23,2.35,2.89,64,3.99,-1.98,18.95,-7.72,92,88,64,40,-27.79,false,leaderGrade×combinedRank,5.57,유망
Leader_B + 종합순위_6-10,"leaderGrade in [B] AND combinedRank between [6,10]",5,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,leaderGrade×combinedRank,2.56,표본부족
Leader_B + 종합순위_6-10,"leaderGrade in [B] AND combinedRank between [6,10]",10,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,leaderGrade×combinedRank,5.57,표본부족
Leader_B + 종합순위_11-20,"leaderGrade in [B] AND combinedRank between [11,20]",5,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,leaderGrade×combinedRank,2.56,표본부족
Leader_B + 종합순위_11-20,"leaderGrade in [B] AND combinedRank between [11,20]",10,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,leaderGrade×combinedRank,5.57,표본부족
Leader_B + 종합순위_21-50,"leaderGrade in [B] AND combinedRank between [21,50]",5,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,leaderGrade×combinedRank,2.56,표본부족
Leader_B + 종합순위_21-50,"leaderGrade in [B] AND combinedRank between [21,50]",10,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,leaderGrade×combinedRank,5.57,표본부족
Leader_B + 종합순위_51+,leaderGrade in [B] AND combinedRank gte 51,5,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,leaderGrade×combinedRank,2.56,표본부족
Leader_B + 종합순위_51+,leaderGrade in [B] AND combinedRank gte 51,10,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,leaderGrade×combinedRank,5.57,표본부족
Leader_C + 종합순위_1-3,"leaderGrade in [C] AND combinedRank between [1,3]",5,cooldown,44,7,51,1.52,17.2,3.67,-15.68,1.65,16.35,71.43,13.28,3.69,21.45,-6.7,71.43,71.43,42.86,42.86,-6.45,false,leaderGrade×combinedRank,2.56,유망
Leader_C + 종합순위_1-3,"leaderGrade in [C] AND combinedRank between [1,3]",10,cooldown,33,6,39,3.63,21.83,6.43,-18.2,2.26,,100,20.73,-1.71,32.04,-7.74,100,100,50,50,0,false,leaderGrade×combinedRank,5.57,유망
Leader_C + 종합순위_1-5,"leaderGrade in [C] AND combinedRank between [1,5]",5,cooldown,44,7,51,1.52,17.2,3.67,-15.68,1.65,16.35,71.43,13.28,3.69,21.45,-6.7,71.43,71.43,42.86,42.86,-6.45,false,leaderGrade×combinedRank,2.56,유망
Leader_C + 종합순위_1-5,"leaderGrade in [C] AND combinedRank between [1,5]",10,cooldown,33,6,39,3.63,21.83,6.43,-18.2,2.26,,100,20.73,-1.71,32.04,-7.74,100,100,50,50,0,false,leaderGrade×combinedRank,5.57,유망
Leader_C + 종합순위_1-10,"leaderGrade in [C] AND combinedRank between [1,10]",5,cooldown,44,7,51,1.52,17.2,3.67,-15.68,1.65,16.35,71.43,13.28,3.69,21.45,-6.7,71.43,71.43,42.86,42.86,-6.45,false,leaderGrade×combinedRank,2.56,유망
Leader_C + 종합순위_1-10,"leaderGrade in [C] AND combinedRank between [1,10]",10,cooldown,33,6,39,3.63,21.83,6.43,-18.2,2.26,,100,20.73,-1.71,32.04,-7.74,100,100,50,50,0,false,leaderGrade×combinedRank,5.57,유망
Leader_C + 종합순위_6-10,"leaderGrade in [C] AND combinedRank between [6,10]",5,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,leaderGrade×combinedRank,2.56,표본부족
Leader_C + 종합순위_6-10,"leaderGrade in [C] AND combinedRank between [6,10]",10,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,leaderGrade×combinedRank,5.57,표본부족
Leader_C + 종합순위_11-20,"leaderGrade in [C] AND combinedRank between [11,20]",5,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,leaderGrade×combinedRank,2.56,표본부족
Leader_C + 종합순위_11-20,"leaderGrade in [C] AND combinedRank between [11,20]",10,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,leaderGrade×combinedRank,5.57,표본부족
Leader_C + 종합순위_21-50,"leaderGrade in [C] AND combinedRank between [21,50]",5,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,leaderGrade×combinedRank,2.56,표본부족
Leader_C + 종합순위_21-50,"leaderGrade in [C] AND combinedRank between [21,50]",10,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,leaderGrade×combinedRank,5.57,표본부족
Leader_C + 종합순위_51+,leaderGrade in [C] AND combinedRank gte 51,5,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,leaderGrade×combinedRank,2.56,표본부족
Leader_C + 종합순위_51+,leaderGrade in [C] AND combinedRank gte 51,10,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,leaderGrade×combinedRank,5.57,표본부족
Leader_D + 종합순위_1-3,"leaderGrade in [D] AND combinedRank between [1,3]",5,cooldown,98,12,110,0.65,-3.54,0.19,4.19,1.22,0.2,50,-1.06,-3.11,4.97,-10.27,58.33,33.33,91.67,66.67,-40.37,true,leaderGrade×combinedRank,2.56,역효과
Leader_D + 종합순위_1-3,"leaderGrade in [D] AND combinedRank between [1,3]",10,cooldown,70,10,80,1.09,-7.1,0.07,8.19,1.35,0.06,20,-5.48,-4.95,6.45,-14.66,70,50,90,80,-55.06,true,leaderGrade×combinedRank,5.57,역효과
Leader_D + 종합순위_1-5,"leaderGrade in [D] AND combinedRank between [1,5]",5,cooldown,98,12,110,0.65,-3.54,0.19,4.19,1.22,0.2,50,-1.06,-3.11,4.97,-10.27,58.33,33.33,91.67,66.67,-40.37,true,leaderGrade×combinedRank,2.56,역효과
Leader_D + 종합순위_1-5,"leaderGrade in [D] AND combinedRank between [1,5]",10,cooldown,70,10,80,1.09,-7.1,0.07,8.19,1.35,0.06,20,-5.48,-4.95,6.45,-14.66,70,50,90,80,-55.06,true,leaderGrade×combinedRank,5.57,역효과
Leader_D + 종합순위_1-10,"leaderGrade in [D] AND combinedRank between [1,10]",5,cooldown,98,12,110,0.65,-3.54,0.19,4.19,1.22,0.2,50,-1.06,-3.11,4.97,-10.27,58.33,33.33,91.67,66.67,-40.37,true,leaderGrade×combinedRank,2.56,역효과
Leader_D + 종합순위_1-10,"leaderGrade in [D] AND combinedRank between [1,10]",10,cooldown,70,10,80,1.09,-7.1,0.07,8.19,1.35,0.06,20,-5.48,-4.95,6.45,-14.66,70,50,90,80,-55.06,true,leaderGrade×combinedRank,5.57,역효과
Leader_D + 종합순위_6-10,"leaderGrade in [D] AND combinedRank between [6,10]",5,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,leaderGrade×combinedRank,2.56,표본부족
Leader_D + 종합순위_6-10,"leaderGrade in [D] AND combinedRank between [6,10]",10,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,leaderGrade×combinedRank,5.57,표본부족
Leader_D + 종합순위_11-20,"leaderGrade in [D] AND combinedRank between [11,20]",5,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,leaderGrade×combinedRank,2.56,표본부족
Leader_D + 종합순위_11-20,"leaderGrade in [D] AND combinedRank between [11,20]",10,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,leaderGrade×combinedRank,5.57,표본부족
Leader_D + 종합순위_21-50,"leaderGrade in [D] AND combinedRank between [21,50]",5,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,leaderGrade×combinedRank,2.56,표본부족
Leader_D + 종합순위_21-50,"leaderGrade in [D] AND combinedRank between [21,50]",10,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,leaderGrade×combinedRank,5.57,표본부족
Leader_D + 종합순위_51+,leaderGrade in [D] AND combinedRank gte 51,5,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,leaderGrade×combinedRank,2.56,표본부족
Leader_D + 종합순위_51+,leaderGrade in [D] AND combinedRank gte 51,10,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,leaderGrade×combinedRank,5.57,표본부족
Leader_A + 반등상태_ready,leaderGrade in [A] AND reboundStateKey eq ready,5,cooldown,5,12,17,4.7,5.85,5.51,-1.15,3.59,2.39,58.33,5.37,2.63,20.71,-8.14,66.67,66.67,83.33,66.67,-29.16,false,leaderGrade×reboundState,2.56,유망
Leader_A + 반등상태_ready,leaderGrade in [A] AND reboundStateKey eq ready,10,cooldown,3,8,11,8.41,6.37,6.93,2.04,,2.47,62.5,6.04,3.15,29.66,-8.49,100,75,87.5,62.5,-16.33,false,leaderGrade×reboundState,5.57,표본부족
Leader_A + 반등상태_stopped,leaderGrade in [A] AND reboundStateKey eq stopped,5,cooldown,0,1,1,,-20.28,-20.28,,,0,0,-20.28,-22.78,8.29,-24.39,100,100,100,100,-20.28,false,leaderGrade×reboundState,2.56,표본부족
Leader_A + 반등상태_stopped,leaderGrade in [A] AND reboundStateKey eq stopped,10,cooldown,0,1,1,,-52.28,-52.28,,,0,0,-52.28,-32.9,8.29,-52.78,100,100,100,100,-52.28,false,leaderGrade×reboundState,5.57,표본부족
Leader_A + 반등상태_early,leaderGrade in [A] AND reboundStateKey eq early,5,cooldown,83,111,194,1.57,4.1,3.02,-2.53,1.47,1.92,62.16,3.17,1.01,13.95,-8.68,89.19,73.87,69.37,54.95,-76.8,false,leaderGrade×reboundState,2.56,유망
Leader_A + 반등상태_early,leaderGrade in [A] AND reboundStateKey eq early,10,cooldown,49,67,116,4.23,8.82,6.88,-4.59,2.2,3.03,67.16,4.59,2.04,22.62,-10.07,91.04,83.58,77.61,62.69,-68.83,false,leaderGrade×reboundState,5.57,유망
Leader_A + 반등상태_falling,leaderGrade in [A] AND reboundStateKey eq falling,5,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,leaderGrade×reboundState,2.56,표본부족
Leader_A + 반등상태_falling,leaderGrade in [A] AND reboundStateKey eq falling,10,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,leaderGrade×reboundState,5.57,표본부족
Leader_A + 반등상태_risk,leaderGrade in [A] AND reboundStateKey eq risk,5,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,leaderGrade×reboundState,2.56,표본부족
Leader_A + 반등상태_risk,leaderGrade in [A] AND reboundStateKey eq risk,10,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,leaderGrade×reboundState,5.57,표본부족
Leader_AB + 반등상태_ready,"leaderGrade in [A,B] AND reboundStateKey eq ready",5,cooldown,24,33,57,4.7,2.32,3.32,2.38,3.58,1.56,36.36,-2.56,-0.32,13.06,-9.07,63.64,51.52,81.82,72.73,-39.75,false,leaderGrade×reboundState,2.56,역효과
Leader_AB + 반등상태_ready,"leaderGrade in [A,B] AND reboundStateKey eq ready",10,cooldown,18,23,41,7.72,4.05,5.66,3.67,3.95,1.78,52.17,2.03,-1.32,21.59,-10.86,86.96,78.26,78.26,73.91,-45.58,false,leaderGrade×reboundState,5.57,역효과
Leader_AB + 반등상태_stopped,"leaderGrade in [A,B] AND reboundStateKey eq stopped",5,cooldown,7,19,26,0.38,-2.01,-1.37,2.39,1.19,0.64,47.37,-0.99,0.44,8.88,-11.38,73.68,52.63,78.95,63.16,-55.14,true,leaderGrade×reboundState,2.56,역효과
Leader_AB + 반등상태_stopped,"leaderGrade in [A,B] AND reboundStateKey eq stopped",10,cooldown,7,14,21,11.03,-5.11,0.27,16.14,7.6,0.31,42.86,-3.8,-1.63,10.57,-16.37,78.57,71.43,92.86,85.71,-64.89,true,leaderGrade×reboundState,5.57,역효과
Leader_AB + 반등상태_early,"leaderGrade in [A,B] AND reboundStateKey eq early",5,cooldown,138,181,319,1.49,3.7,2.74,-2.21,1.55,1.96,58.01,2.89,0.19,13.13,-7.81,82.32,70.17,68.51,52.49,-91.88,false,leaderGrade×reboundState,2.56,유망
Leader_AB + 반등상태_early,"leaderGrade in [A,B] AND reboundStateKey eq early",10,cooldown,82,106,188,3.33,7.43,5.64,-4.1,1.91,2.57,64.15,5.27,1.06,20.41,-10.84,89.62,83.96,74.53,59.43,-89.94,false,leaderGrade×reboundState,5.57,유망
Leader_AB + 반등상태_falling,"leaderGrade in [A,B] AND reboundStateKey eq falling",5,cooldown,4,3,7,-5.56,4.44,-1.27,-10,0.13,25.11,66.67,4.55,-1.87,8.22,-6.31,100,100,66.67,66.67,-0.55,false,leaderGrade×reboundState,2.56,표본부족
Leader_AB + 반등상태_falling,"leaderGrade in [A,B] AND reboundStateKey eq falling",10,cooldown,3,3,6,-7.21,8.56,0.68,-15.77,0.2,9.06,66.67,13.76,3.32,18.09,-6.31,100,100,66.67,66.67,-3.19,false,leaderGrade×reboundState,5.57,표본부족
Leader_AB + 반등상태_risk,"leaderGrade in [A,B] AND reboundStateKey eq risk",5,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,leaderGrade×reboundState,2.56,표본부족
Leader_AB + 반등상태_risk,"leaderGrade in [A,B] AND reboundStateKey eq risk",10,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,leaderGrade×reboundState,5.57,표본부족
Leader_B + 반등상태_ready,leaderGrade in [B] AND reboundStateKey eq ready,5,cooldown,21,27,48,3.9,2.28,2.99,1.62,3.16,1.55,37.04,-3.87,-1.65,12.73,-8.97,66.67,51.85,77.78,70.37,-39.75,false,leaderGrade×reboundState,2.56,역효과
Leader_B + 반등상태_ready,leaderGrade in [B] AND reboundStateKey eq ready,10,cooldown,18,19,37,7.72,2.98,5.28,4.74,3.95,1.49,52.63,2.03,-3.56,20.68,-11.71,89.47,78.95,73.68,73.68,-55.91,false,leaderGrade×reboundState,5.57,역효과
Leader_B + 반등상태_stopped,leaderGrade in [B] AND reboundStateKey eq stopped,5,cooldown,7,19,26,0.38,-2.01,-1.37,2.39,1.19,0.64,47.37,-0.99,0.44,8.88,-11.38,73.68,52.63,78.95,63.16,-55.14,true,leaderGrade×reboundState,2.56,역효과
Leader_B + 반등상태_stopped,leaderGrade in [B] AND reboundStateKey eq stopped,10,cooldown,7,14,21,11.03,-5.11,0.27,16.14,7.6,0.31,42.86,-3.8,-1.63,10.57,-16.37,78.57,71.43,92.86,85.71,-64.89,true,leaderGrade×reboundState,5.57,역효과
Leader_B + 반등상태_early,leaderGrade in [B] AND reboundStateKey eq early,5,cooldown,83,119,202,0.65,2.78,1.91,-2.13,1.21,1.86,56.3,1.81,-0.83,11.13,-7.26,82.35,66.39,68.07,49.58,-73.97,false,leaderGrade×reboundState,2.56,유망
Leader_B + 반등상태_early,leaderGrade in [B] AND reboundStateKey eq early,10,cooldown,55,75,130,1.61,6.49,4.42,-4.88,1.43,2.31,61.33,4,0.14,18.67,-10.33,88,81.33,70.67,60,-69.84,false,leaderGrade×reboundState,5.57,유망
Leader_B + 반등상태_falling,leaderGrade in [B] AND reboundStateKey eq falling,5,cooldown,4,3,7,-5.56,4.44,-1.27,-10,0.13,25.11,66.67,4.55,-1.87,8.22,-6.31,100,100,66.67,66.67,-0.55,false,leaderGrade×reboundState,2.56,표본부족
Leader_B + 반등상태_falling,leaderGrade in [B] AND reboundStateKey eq falling,10,cooldown,3,3,6,-7.21,8.56,0.68,-15.77,0.2,9.06,66.67,13.76,3.32,18.09,-6.31,100,100,66.67,66.67,-3.19,false,leaderGrade×reboundState,5.57,표본부족
Leader_B + 반등상태_risk,leaderGrade in [B] AND reboundStateKey eq risk,5,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,leaderGrade×reboundState,2.56,표본부족
Leader_B + 반등상태_risk,leaderGrade in [B] AND reboundStateKey eq risk,10,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,leaderGrade×reboundState,5.57,표본부족
Leader_C + 반등상태_ready,leaderGrade in [C] AND reboundStateKey eq ready,5,cooldown,67,18,85,1.24,5.73,2.19,-4.49,1.39,3.19,50,0.53,-0.09,12.11,-7.12,72.22,66.67,72.22,44.44,-18.44,false,leaderGrade×reboundState,2.56,유망
Leader_C + 반등상태_ready,leaderGrade in [C] AND reboundStateKey eq ready,10,cooldown,50,15,65,3.73,10.79,5.36,-7.06,2.19,8.76,73.33,2.95,-0.75,19.71,-7.61,93.33,86.67,66.67,46.67,-9.63,false,leaderGrade×reboundState,5.57,유망
Leader_C + 반등상태_stopped,leaderGrade in [C] AND reboundStateKey eq stopped,5,cooldown,38,33,71,1.41,-5.17,-1.65,6.58,1.69,0.23,33.33,-5.2,-3.27,6.86,-11.81,69.7,57.58,81.82,75.76,-85.37,true,leaderGrade×reboundState,2.56,역효과
Leader_C + 반등상태_stopped,leaderGrade in [C] AND reboundStateKey eq stopped,10,cooldown,29,26,55,2.92,-0.9,1.11,3.82,2.17,0.83,46.15,-0.78,-2.78,13.68,-14.23,92.31,76.92,84.62,80.77,-70.62,true,leaderGrade×reboundState,5.57,역효과
Leader_C + 반등상태_early,leaderGrade in [C] AND reboundStateKey eq early,5,cooldown,66,49,115,-0.02,1.07,0.44,-1.09,0.99,1.22,55.1,2.73,-2.03,10.92,-9.6,81.63,69.39,75.51,67.35,-76.97,false,leaderGrade×reboundState,2.56,역효과
Leader_C + 반등상태_early,leaderGrade in [C] AND reboundStateKey eq early,10,cooldown,49,35,84,0.66,4.47,2.25,-3.81,1.2,1.71,54.29,3.25,-1.13,18.59,-11.82,82.86,74.29,82.86,71.43,-71.42,false,leaderGrade×reboundState,5.57,역효과
Leader_C + 반등상태_falling,leaderGrade in [C] AND reboundStateKey eq falling,5,cooldown,13,15,28,-0.11,5.5,2.9,-5.61,0.96,4.8,66.67,5.16,-0.01,15.24,-6.3,93.33,86.67,80,53.33,-10.48,false,leaderGrade×reboundState,2.56,유망
Leader_C + 반등상태_falling,leaderGrade in [C] AND reboundStateKey eq falling,10,cooldown,10,13,23,3.55,10.15,7.28,-6.6,2.13,3.16,61.54,7.64,1.22,20.35,-10,92.31,84.62,76.92,53.85,-43.3,false,leaderGrade×reboundState,5.57,유망
Leader_C + 반등상태_risk,leaderGrade in [C] AND reboundStateKey eq risk,5,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,leaderGrade×reboundState,2.56,표본부족
Leader_C + 반등상태_risk,leaderGrade in [C] AND reboundStateKey eq risk,10,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,leaderGrade×reboundState,5.57,표본부족
Leader_D + 반등상태_ready,leaderGrade in [D] AND reboundStateKey eq ready,5,cooldown,139,13,152,0.07,-0.91,-0.01,0.98,1.02,0.83,53.85,0.17,-2.66,8.75,-9.72,61.54,53.85,76.92,69.23,-48.44,true,leaderGrade×reboundState,2.56,역효과
Leader_D + 반등상태_ready,leaderGrade in [D] AND reboundStateKey eq ready,10,cooldown,90,8,98,-0.11,3.39,0.18,-3.5,0.97,1.73,50,0.85,-0.72,15.24,-11.83,75,75,75,62.5,-21.48,false,leaderGrade×reboundState,5.57,역효과
Leader_D + 반등상태_stopped,leaderGrade in [D] AND reboundStateKey eq stopped,5,cooldown,164,43,207,1.03,-2.08,0.39,3.11,1.44,0.69,48.84,-0.07,-0.7,8.68,-10.62,60.47,53.49,72.09,65.12,-89.26,true,leaderGrade×reboundState,2.56,역효과
Leader_D + 반등상태_stopped,leaderGrade in [D] AND reboundStateKey eq stopped,10,cooldown,112,32,144,2.02,-1.01,1.35,3.03,1.64,0.85,34.38,-3.79,-1.48,12.84,-12.74,68.75,65.63,84.38,71.88,-82.15,true,leaderGrade×reboundState,5.57,역효과
Leader_D + 반등상태_early,leaderGrade in [D] AND reboundStateKey eq early,5,cooldown,82,39,121,1.24,-1.81,0.26,3.05,1.53,0.64,46.15,-0.44,-1.2,7.66,-10.03,66.67,53.85,84.62,71.79,-74.03,true,leaderGrade×reboundState,2.56,역효과
Leader_D + 반등상태_early,leaderGrade in [D] AND reboundStateKey eq early,10,cooldown,63,24,87,3.29,-6.57,0.57,9.86,2.11,0.19,20.83,-7.93,-4.12,8.29,-14.68,70.83,62.5,87.5,83.33,-83.41,true,leaderGrade×reboundState,5.57,역효과
Leader_D + 반등상태_falling,leaderGrade in [D] AND reboundStateKey eq falling,5,cooldown,42,26,68,-0.11,-1.68,-0.71,1.57,0.95,0.64,46.15,-0.43,-3.1,10.11,-8.09,88.46,76.92,65.38,53.85,-64.76,false,leaderGrade×reboundState,2.56,역효과
Leader_D + 반등상태_falling,leaderGrade in [D] AND reboundStateKey eq falling,10,cooldown,31,18,49,0.82,-2.87,-0.53,3.69,1.26,0.63,38.89,-1.64,-3.67,12.59,-12.75,88.89,77.78,72.22,61.11,-76.57,true,leaderGrade×reboundState,5.57,역효과
Leader_D + 반등상태_risk,leaderGrade in [D] AND reboundStateKey eq risk,5,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,leaderGrade×reboundState,2.56,표본부족
Leader_D + 반등상태_risk,leaderGrade in [D] AND reboundStateKey eq risk,10,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,leaderGrade×reboundState,5.57,표본부족
낙폭_0~-5 + Stab_<45,"drawdownFromHighPct between [-5,0] AND scoutStabilizeScore lt 45",5,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,drawdown×stab,2.56,표본부족
낙폭_0~-5 + Stab_<45,"drawdownFromHighPct between [-5,0] AND scoutStabilizeScore lt 45",10,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,drawdown×stab,5.57,표본부족
낙폭_0~-5 + Stab_45~64,"drawdownFromHighPct between [-5,0] AND scoutStabilizeScore between [45,64]",5,cooldown,1,5,6,13.2,4.6,6.03,8.6,,,100,3.34,2.05,12.3,-3.9,100,100,60,40,0,false,drawdown×stab,2.56,표본부족
낙폭_0~-5 + Stab_45~64,"drawdownFromHighPct between [-5,0] AND scoutStabilizeScore between [45,64]",10,cooldown,1,5,6,5.14,4.06,4.24,1.08,,1.93,40,-2.53,-0.49,17.77,-7.61,100,100,80,60,-18.57,false,drawdown×stab,5.57,표본부족
낙폭_0~-5 + Stab_65~79,"drawdownFromHighPct between [-5,0] AND scoutStabilizeScore between [65,79]",5,cooldown,8,32,40,2.5,3.79,3.53,-1.29,2.03,1.9,65.63,4.94,0.67,12.77,-7.36,81.25,78.13,71.88,40.63,-51.57,false,drawdown×stab,2.56,유망
낙폭_0~-5 + Stab_65~79,"drawdownFromHighPct between [-5,0] AND scoutStabilizeScore between [65,79]",10,cooldown,8,26,34,5.82,6.48,6.33,-0.66,2.67,2.63,65.38,7.66,0.31,19.15,-10.06,80.77,76.92,80.77,53.85,-52.02,false,drawdown×stab,5.57,유망
낙폭_0~-5 + Stab_80~89,"drawdownFromHighPct between [-5,0] AND scoutStabilizeScore between [80,89]",5,cooldown,23,63,86,2.39,4.36,3.83,-1.97,1.9,2.32,63.49,3.68,-0.02,13.28,-7.79,84.13,73.02,66.67,50.79,-45.63,false,drawdown×stab,2.56,유망
낙폭_0~-5 + Stab_80~89,"drawdownFromHighPct between [-5,0] AND scoutStabilizeScore between [80,89]",10,cooldown,17,48,65,4.81,7.57,6.85,-2.76,2.43,2.46,58.33,5.58,0.01,20.16,-10.55,85.42,83.33,79.17,62.5,-64.74,false,drawdown×stab,5.57,유망
낙폭_0~-5 + Stab_90+,"drawdownFromHighPct between [-5,0] AND scoutStabilizeScore between [90,100]",5,cooldown,46,62,108,4.95,5.12,5.04,-0.17,3.27,2.4,54.84,2.67,1.83,15.11,-6.97,85.48,75.81,66.13,51.61,-48.13,false,drawdown×stab,2.56,유망
낙폭_0~-5 + Stab_90+,"drawdownFromHighPct between [-5,0] AND scoutStabilizeScore between [90,100]",10,cooldown,30,43,73,7.24,10.6,9.22,-3.36,3.45,3.72,58.14,6.12,3.03,23.18,-9.72,90.7,83.72,72.09,60.47,-35.89,false,drawdown×stab,5.57,유망
낙폭_-5~-10 + Stab_<45,"drawdownFromHighPct between [-10,-5.0001] AND scoutStabilizeScore lt 45",5,cooldown,2,0,2,-3.12,,-3.12,,0,,,,,,,,,,,0,false,drawdown×stab,2.56,표본부족
낙폭_-5~-10 + Stab_<45,"drawdownFromHighPct between [-10,-5.0001] AND scoutStabilizeScore lt 45",10,cooldown,2,0,2,2.59,,2.59,,,,,,,,,,,,,0,false,drawdown×stab,5.57,표본부족
낙폭_-5~-10 + Stab_45~64,"drawdownFromHighPct between [-10,-5.0001] AND scoutStabilizeScore between [45,64]",5,cooldown,9,17,26,-0.75,4.11,2.43,-4.86,0.79,2.19,64.71,6.49,-0.22,11.03,-5.71,76.47,70.59,64.71,41.18,-25.42,false,drawdown×stab,2.56,유망
낙폭_-5~-10 + Stab_45~64,"drawdownFromHighPct between [-10,-5.0001] AND scoutStabilizeScore between [45,64]",10,cooldown,8,15,23,1.57,9.33,6.63,-7.76,1.5,4.92,60,5.46,1.64,21.49,-6.86,86.67,86.67,66.67,46.67,-19.05,false,drawdown×stab,5.57,유망
낙폭_-5~-10 + Stab_65~79,"drawdownFromHighPct between [-10,-5.0001] AND scoutStabilizeScore between [65,79]",5,cooldown,15,29,44,3.92,4.01,3.98,-0.09,2.63,2.24,62.07,3.37,-0.39,10.68,-6.48,79.31,62.07,62.07,37.93,-36.09,false,drawdown×stab,2.56,유망
낙폭_-5~-10 + Stab_65~79,"drawdownFromHighPct between [-10,-5.0001] AND scoutStabilizeScore between [65,79]",10,cooldown,14,27,41,2.12,7.87,5.91,-5.75,1.37,3.29,66.67,5.05,0.14,18.29,-8.11,81.48,74.07,70.37,44.44,-34.09,false,drawdown×stab,5.57,유망
낙폭_-5~-10 + Stab_80~89,"drawdownFromHighPct between [-10,-5.0001] AND scoutStabilizeScore between [80,89]",5,cooldown,24,42,66,1.27,4.74,3.48,-3.47,1.32,2.93,57.14,1.83,-1.37,12.56,-7.15,83.33,61.9,66.67,50,-31.41,false,drawdown×stab,2.56,유망
낙폭_-5~-10 + Stab_80~89,"drawdownFromHighPct between [-10,-5.0001] AND scoutStabilizeScore between [80,89]",10,cooldown,24,33,57,4.9,7.6,6.46,-2.7,2.21,2.48,57.58,2.65,-3.22,20.68,-9.79,93.94,78.79,72.73,57.58,-65.91,false,drawdown×stab,5.57,유망
낙폭_-5~-10 + Stab_90+,"drawdownFromHighPct between [-10,-5.0001] AND scoutStabilizeScore between [90,100]",5,cooldown,28,32,60,3.07,4.48,3.82,-1.41,1.82,2.29,50,0.65,0.97,14.19,-7.75,81.25,68.75,81.25,50,-24.22,false,drawdown×stab,2.56,유망
낙폭_-5~-10 + Stab_90+,"drawdownFromHighPct between [-10,-5.0001] AND scoutStabilizeScore between [90,100]",10,cooldown,22,27,49,5.42,8.2,6.95,-2.78,2.41,2.72,55.56,4.42,-2.31,20.33,-10.36,85.19,74.07,77.78,62.96,-31.45,false,drawdown×stab,5.57,유망
