strategy,definition,horizonDays,mode,trainTrades,testTrades,allTrades,trainAvgPct,testAvgPct,allAvgPct,generalizationGap,trainPF,testPF,testWinRatePct,testMedianPct,testExcessPct,testMfePct,testMaePct,testHitPlus3Pct,testHitPlus5Pct,testHitMinus3Pct,testHitMinus5Pct,testMddPct,overfitWarning,axis,baselineTestAvgPct,verdict
종합점수_gte40,combinedScore gte 40,5,cooldown,216,125,341,0.96,4.63,2.31,-3.67,1.33,2.23,61.6,2,0.67,13.68,-8.45,78.4,69.6,74.4,56.8,-77.42,false,combined,2.56,유망
종합점수_gte40,combinedScore gte 40,10,cooldown,145,79,224,2.43,8.06,4.42,-5.63,1.77,2.64,60.76,3.99,1.61,21.49,-10.77,83.54,75.95,77.22,59.49,-90.43,false,combined,5.57,유망
종합점수_gte50,combinedScore gte 50,5,cooldown,42,31,73,2.48,4.95,3.53,-2.47,1.75,2.08,58.06,1.77,0.54,19.1,-9.87,80.65,70.97,80.65,67.74,-44.14,false,combined,2.56,유망
종합점수_gte50,combinedScore gte 50,10,cooldown,38,27,65,2.53,6.59,4.22,-4.06,1.59,1.95,51.85,0.33,2.6,26.28,-13.42,81.48,74.07,85.19,74.07,-68.98,false,combined,5.57,유망
종합점수_gte60,combinedScore gte 60,5,cooldown,19,22,41,4.87,4.07,4.44,0.8,2.34,1.68,54.55,1.63,-1.79,18.56,-10.45,81.82,68.18,77.27,63.64,-49.08,false,combined,2.56,유망
종합점수_gte60,combinedScore gte 60,10,cooldown,17,20,37,2.3,6.88,4.77,-4.58,1.39,1.85,45,-1.4,-0.78,26.33,-14.29,80,75,85,75,-61.48,false,combined,5.57,유망
종합점수_gte70,combinedScore gte 70,5,cooldown,10,3,13,0.66,12.43,3.37,-11.77,1.17,4.24,66.67,10.3,1.87,22.41,-5.24,66.67,66.67,33.33,33.33,-11.51,false,combined,2.56,표본부족
종합점수_gte70,combinedScore gte 70,10,cooldown,10,3,13,-4.99,16.42,-0.05,-21.41,0.38,26.46,66.67,0.33,5.45,33.18,-7.55,100,100,66.67,66.67,-1.94,false,combined,5.57,표본부족
종합점수_gte80,combinedScore gte 80,5,cooldown,0,1,1,,10.3,10.3,,,,100,10.3,7.1,21.97,-0.7,100,100,0,0,0,false,combined,2.56,표본부족
종합점수_gte80,combinedScore gte 80,10,cooldown,0,1,1,,-1.94,-1.94,,,0,0,-1.94,-0.12,21.97,-7.62,100,100,100,100,-1.94,false,combined,5.57,표본부족
종합순위_1-3,"combinedRank between [1,3]",5,cooldown,200,89,289,1.3,3.56,2,-2.26,1.49,1.98,61.8,1.92,-0.86,12.05,-7.77,76.4,65.17,67.42,48.31,-78.52,false,combinedRank,2.56,유망
종합순위_1-3,"combinedRank between [1,3]",10,cooldown,140,66,206,2.46,6.65,3.8,-4.19,1.81,2.4,57.58,2.57,0.32,19.81,-10.26,84.85,78.79,74.24,54.55,-88.16,false,combinedRank,5.57,유망
종합순위_1-5,"combinedRank between [1,5]",5,cooldown,200,89,289,1.3,3.56,2,-2.26,1.49,1.98,61.8,1.92,-0.86,12.05,-7.77,76.4,65.17,67.42,48.31,-78.52,false,combinedRank,2.56,유망
종합순위_1-5,"combinedRank between [1,5]",10,cooldown,140,66,206,2.46,6.65,3.8,-4.19,1.81,2.4,57.58,2.57,0.32,19.81,-10.26,84.85,78.79,74.24,54.55,-88.16,false,combinedRank,5.57,유망
종합순위_1-10,"combinedRank between [1,10]",5,cooldown,200,89,289,1.3,3.56,2,-2.26,1.49,1.98,61.8,1.92,-0.86,12.05,-7.77,76.4,65.17,67.42,48.31,-78.52,false,combinedRank,2.56,유망
종합순위_1-10,"combinedRank between [1,10]",10,cooldown,140,66,206,2.46,6.65,3.8,-4.19,1.81,2.4,57.58,2.57,0.32,19.81,-10.26,84.85,78.79,74.24,54.55,-88.16,false,combinedRank,5.57,유망
종합순위_6-10,"combinedRank between [6,10]",5,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,combinedRank,2.56,표본부족
종합순위_6-10,"combinedRank between [6,10]",10,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,combinedRank,5.57,표본부족
종합순위_11-20,"combinedRank between [11,20]",5,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,combinedRank,2.56,표본부족
종합순위_11-20,"combinedRank between [11,20]",10,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,combinedRank,5.57,표본부족
종합순위_21-50,"combinedRank between [21,50]",5,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,combinedRank,2.56,표본부족
종합순위_21-50,"combinedRank between [21,50]",10,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,combinedRank,5.57,표본부족
종합순위_51+,combinedRank gte 51,5,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,combinedRank,2.56,표본부족
종합순위_51+,combinedRank gte 51,10,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,combinedRank,5.57,표본부족
Gate_PASS,gatePass,5,cooldown,472,285,757,1.03,2.21,1.48,-1.18,1.39,1.52,53.68,0.9,0,11.1,-8.82,74.04,63.51,74.04,60,-99.3,false,gate,2.56,역효과
Gate_PASS,gatePass,10,cooldown,260,159,419,2.17,4.4,3.01,-2.23,1.67,1.79,54.72,1.17,-0.22,16.9,-11.52,79.87,69.81,77.36,66.04,-99.34,false,gate,5.57,역효과
Gate_BLOCK,!gatePass,5,cooldown,112,183,295,2,2.62,2.39,-0.62,1.62,1.62,53.01,0.91,0.28,13.32,-9.48,83.61,74.32,81.42,68.85,-95.02,false,gate,2.56,유망
Gate_BLOCK,!gatePass,10,cooldown,90,118,208,3.52,3.05,3.25,0.47,2.01,1.51,47.46,-0.81,1.02,17.22,-13.22,82.2,73.73,88.14,75.42,-97.38,false,gate,5.57,역효과
RankingV2_T1,rankingTier eq 1,5,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,rankingTier,2.56,표본부족
RankingV2_T1,rankingTier eq 1,10,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,rankingTier,5.57,표본부족
RankingV2_T2,rankingTier eq 2,5,cooldown,114,16,130,0.37,1.35,0.49,-0.98,1.13,1.52,68.75,2.65,1.48,7.98,-7.36,81.25,75,81.25,62.5,-27.28,false,rankingTier,2.56,역효과
RankingV2_T2,rankingTier eq 2,10,cooldown,69,11,80,1.48,7.81,2.35,-6.33,1.47,12.79,72.73,2.97,1.56,16.82,-8.92,100,90.91,81.82,72.73,-7.14,false,rankingTier,5.57,유망
RankingV2_T3,rankingTier eq 3,5,cooldown,256,72,328,0.35,1.41,0.58,-1.06,1.12,1.33,51.39,0.4,0.07,10.44,-9.51,76.39,56.94,75,61.11,-86.38,false,rankingTier,2.56,역효과
RankingV2_T3,rankingTier eq 3,10,cooldown,155,47,202,1.56,4.31,2.2,-2.75,1.44,1.76,51.06,0.25,0.66,18.55,-11.43,82.98,72.34,78.72,65.96,-90.51,false,rankingTier,5.57,역효과
RankingV2_T4,rankingTier eq 4,5,cooldown,40,71,111,0.93,-3.02,-1.6,3.95,1.54,0.48,35.21,-2.79,-1.59,7.45,-9.95,61.97,47.89,85.92,73.24,-94.59,true,rankingTier,2.56,역효과
RankingV2_T4,rankingTier eq 4,10,cooldown,24,47,71,1.77,-3.76,-1.89,5.53,1.67,0.48,36.17,-2.93,-1.85,10.19,-13.54,70.21,55.32,91.49,82.98,-95.23,true,rankingTier,5.57,역효과
RankingV2_T5,rankingTier eq 5,5,cooldown,165,171,336,1.75,3.18,2.48,-1.43,1.66,1.79,57.31,1.97,-0.17,11.75,-8.15,77.19,67.84,71.35,56.14,-91.61,false,rankingTier,2.56,유망
RankingV2_T5,rankingTier eq 5,10,cooldown,98,100,198,2.88,6.54,4.73,-3.66,1.77,2.32,62,3.43,-0.01,17.7,-11.31,79,73,77,64,-88.66,false,rankingTier,5.57,유망
RankingV2_T6,rankingTier eq 6,5,cooldown,112,183,295,2,2.62,2.39,-0.62,1.62,1.62,53.01,0.91,0.28,13.32,-9.48,83.61,74.32,81.42,68.85,-95.02,false,rankingTier,2.56,유망
RankingV2_T6,rankingTier eq 6,10,cooldown,90,118,208,3.52,3.05,3.25,0.47,2.01,1.51,47.46,-0.81,1.02,17.22,-13.22,82.2,73.73,88.14,75.42,-97.38,false,rankingTier,5.57,역효과
RankingV2_TOP3,"rankingV2Rank between [1,3]",5,cooldown,367,265,632,0.62,1.97,1.18,-1.35,1.23,1.48,53.58,0.83,-0.15,11.33,-8.61,76.6,65.28,70.19,56.6,-98.96,false,rankingV2Rank,2.56,역효과
RankingV2_TOP3,"rankingV2Rank between [1,3]",10,cooldown,214,149,363,2.11,4.01,2.89,-1.9,1.64,1.75,53.02,1.6,-0.73,16.79,-11.07,82.55,76.51,79.19,66.44,-98.68,false,rankingV2Rank,5.57,역효과
RankingV2_TOP5,"rankingV2Rank between [1,5]",5,cooldown,480,310,790,1.03,2.56,1.63,-1.53,1.4,1.68,54.19,1.29,0,11.59,-8.42,78.06,63.87,74.19,57.74,-99.34,false,rankingV2Rank,2.56,유망
RankingV2_TOP5,"rankingV2Rank between [1,5]",10,cooldown,260,170,430,1.97,5.57,3.39,-3.6,1.6,2.17,54.12,1.14,0,19.08,-9.85,86.47,77.06,76.47,58.82,-97.01,false,rankingV2Rank,5.57,유망
RankingV2_TOP10,"rankingV2Rank between [1,10]",5,cooldown,480,310,790,1.03,2.56,1.63,-1.53,1.4,1.68,54.19,1.29,0,11.59,-8.42,78.06,63.87,74.19,57.74,-99.34,false,rankingV2Rank,2.56,유망
RankingV2_TOP10,"rankingV2Rank between [1,10]",10,cooldown,260,170,430,1.97,5.57,3.39,-3.6,1.6,2.17,54.12,1.14,0,19.08,-9.85,86.47,77.06,76.47,58.82,-97.01,false,rankingV2Rank,5.57,유망
RankingV2_TOP20,"rankingV2Rank between [1,20]",5,cooldown,480,310,790,1.03,2.56,1.63,-1.53,1.4,1.68,54.19,1.29,0,11.59,-8.42,78.06,63.87,74.19,57.74,-99.34,false,rankingV2Rank,2.56,유망
RankingV2_TOP20,"rankingV2Rank between [1,20]",10,cooldown,260,170,430,1.97,5.57,3.39,-3.6,1.6,2.17,54.12,1.14,0,19.08,-9.85,86.47,77.06,76.47,58.82,-97.01,false,rankingV2Rank,5.57,유망
Leader_A,leaderGrade in [A],5,cooldown,87,119,206,1.79,3.95,3.04,-2.16,1.54,1.88,60.5,2.89,0.88,13.85,-8.64,87.39,73.11,70.59,57.14,-73.86,false,leaderGrade,2.56,유망
Leader_A,leaderGrade in [A],10,cooldown,51,72,123,4.57,8.11,6.64,-3.54,2.35,2.73,65.28,4.51,1.81,22.34,-10.4,91.67,80.56,79.17,63.89,-71.95,false,leaderGrade,5.57,유망
Leader_AB,"leaderGrade in [A,B]",5,cooldown,157,205,362,1.72,3.74,2.86,-2.02,1.66,2.01,57.07,2.52,0.39,12.88,-7.72,81.95,67.8,71.71,53.66,-86.42,false,leaderGrade,2.56,유망
Leader_AB,"leaderGrade in [A,B]",10,cooldown,93,116,209,3.88,6.27,5.21,-2.39,2.16,2.35,61.21,4.06,0.19,19.68,-10.6,88.79,81.03,75,63.79,-85.88,false,leaderGrade,5.57,유망
Leader_B,leaderGrade in [B],5,cooldown,100,141,241,0.93,3.06,2.17,-2.13,1.31,2,53.19,1.09,-0.77,11.46,-7.16,81.56,64.54,68.09,51.77,-64.3,false,leaderGrade,2.56,유망
Leader_B,leaderGrade in [B],10,cooldown,66,84,150,2.15,4.68,3.57,-2.53,1.59,1.91,58.33,2.7,-1.51,18.36,-10.12,89.29,83.33,73.81,65.48,-76.76,false,leaderGrade,5.57,역효과
Leader_C,leaderGrade in [C],5,cooldown,134,86,220,0.75,0.39,0.61,0.36,1.27,1.08,50,0.23,-2.06,10.09,-8.9,79.07,65.12,68.6,56.98,-84.47,false,leaderGrade,2.56,역효과
Leader_C,leaderGrade in [C],10,cooldown,89,55,144,2.59,3.82,3.06,-1.23,1.83,1.78,56.36,2.95,-1.91,16.69,-11.72,89.09,80,76.36,69.09,-78.06,false,leaderGrade,5.57,역효과
Leader_D,leaderGrade in [D],5,cooldown,281,86,367,0.61,-0.36,0.38,0.97,1.25,0.92,45.35,-0.81,-0.83,9.05,-8.7,70.93,54.65,75.58,62.79,-90.96,true,leaderGrade,2.56,역효과
Leader_D,leaderGrade in [D],10,cooldown,160,46,206,1.48,1.09,1.4,0.39,1.46,1.18,36.96,-3.47,-1.39,14.09,-12.09,80.43,67.39,84.78,67.39,-86.41,false,leaderGrade,5.57,역효과
Leader점수_gte50,leaderScore gte 50,5,cooldown,249,242,491,1.3,3.15,2.21,-1.85,1.44,1.85,53.72,1.5,0.02,12.17,-8.38,80.17,67.36,72.31,58.26,-93.14,false,leaderScore,2.56,유망
Leader점수_gte50,leaderScore gte 50,10,cooldown,146,133,279,3.35,6.29,4.75,-2.94,1.96,2.26,57.14,3.36,-0.1,19.5,-10.34,84.21,75.94,73.68,63.16,-93.59,false,leaderScore,5.57,유망
Leader점수_gte60,leaderScore gte 60,5,cooldown,207,231,438,1.3,3.45,2.43,-2.15,1.44,1.95,57.58,1.5,0.33,12.29,-8.2,81.39,67.97,71.86,54.98,-93.98,false,leaderScore,2.56,유망
Leader점수_gte60,leaderScore gte 60,10,cooldown,123,126,249,2.76,6.99,4.9,-4.23,1.79,2.61,59.52,3.71,0.77,20.29,-10.54,88.89,81.75,82.54,65.08,-90.47,false,leaderScore,5.57,유망
Leader점수_gte70,leaderScore gte 70,5,cooldown,157,205,362,1.72,3.74,2.86,-2.02,1.66,2.01,57.07,2.52,0.39,12.88,-7.72,81.95,67.8,71.71,53.66,-86.42,false,leaderScore,2.56,유망
Leader점수_gte70,leaderScore gte 70,10,cooldown,93,116,209,3.88,6.27,5.21,-2.39,2.16,2.35,61.21,4.06,0.19,19.68,-10.6,88.79,81.03,75,63.79,-85.88,false,leaderScore,5.57,유망
Leader점수_gte80,leaderScore gte 80,5,cooldown,110,143,253,2.09,3.7,3,-1.61,1.7,1.98,53.15,1.37,0.93,13.68,-7.82,79.72,70.63,73.43,54.55,-81.74,false,leaderScore,2.56,유망
Leader점수_gte80,leaderScore gte 80,10,cooldown,69,86,155,3.28,7.13,5.41,-3.85,1.77,2.53,66.28,4.53,0.7,21.28,-10.03,84.88,79.07,76.74,62.79,-81.1,false,leaderScore,5.57,유망
Leader점수_gte85,leaderScore gte 85,5,cooldown,87,119,206,1.79,3.95,3.04,-2.16,1.54,1.88,60.5,2.89,0.88,13.85,-8.64,87.39,73.11,70.59,57.14,-73.86,false,leaderScore,2.56,유망
Leader점수_gte85,leaderScore gte 85,10,cooldown,51,72,123,4.57,8.11,6.64,-3.54,2.35,2.73,65.28,4.51,1.81,22.34,-10.4,91.67,80.56,79.17,63.89,-71.95,false,leaderScore,5.57,유망
Leader점수_gte90,leaderScore gte 90,5,cooldown,66,85,151,2.38,4.21,3.41,-1.83,1.88,1.88,58.82,3.4,1.27,15.19,-9.3,81.18,74.12,80,57.65,-75.37,false,leaderScore,2.56,유망
Leader점수_gte90,leaderScore gte 90,10,cooldown,42,53,95,3.14,8.26,6,-5.12,1.65,3.06,54.72,6.01,2.33,24.11,-9.18,90.57,83.02,79.25,64.15,-48.21,false,leaderScore,5.57,유망
Leader추세_하,"leaderTrendScore between [0,33]",5,cooldown,480,310,790,1.03,2.56,1.63,-1.53,1.4,1.68,54.19,1.29,0,11.59,-8.42,78.06,63.87,74.19,57.74,-99.34,false,leaderTrend,2.56,유망
Leader추세_하,"leaderTrendScore between [0,33]",10,cooldown,260,170,430,1.97,5.57,3.39,-3.6,1.6,2.17,54.12,1.14,0,19.08,-9.85,86.47,77.06,76.47,58.82,-97.01,false,leaderTrend,5.57,유망
Leader추세_중,"leaderTrendScore between [34,66]",5,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,leaderTrend,2.56,표본부족
Leader추세_중,"leaderTrendScore between [34,66]",10,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,leaderTrend,5.57,표본부족
Leader추세_상,"leaderTrendScore between [67,100]",5,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,leaderTrend,2.56,표본부족
Leader추세_상,"leaderTrendScore between [67,100]",10,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,leaderTrend,5.57,표본부족
Leader상대강도_하,"leaderRsScore between [0,33]",5,cooldown,480,310,790,1.03,2.56,1.63,-1.53,1.4,1.68,54.19,1.29,0,11.59,-8.42,78.06,63.87,74.19,57.74,-99.34,false,leaderRs,2.56,유망
Leader상대강도_하,"leaderRsScore between [0,33]",10,cooldown,260,170,430,1.97,5.57,3.39,-3.6,1.6,2.17,54.12,1.14,0,19.08,-9.85,86.47,77.06,76.47,58.82,-97.01,false,leaderRs,5.57,유망
Leader상대강도_중,"leaderRsScore between [34,66]",5,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,leaderRs,2.56,표본부족
Leader상대강도_중,"leaderRsScore between [34,66]",10,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,leaderRs,5.57,표본부족
Leader상대강도_상,"leaderRsScore between [67,100]",5,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,leaderRs,2.56,표본부족
Leader상대강도_상,"leaderRsScore between [67,100]",10,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,leaderRs,5.57,표본부족
Leader고점유지_하,"leaderHighScore between [0,33]",5,cooldown,480,310,790,1.03,2.56,1.63,-1.53,1.4,1.68,54.19,1.29,0,11.59,-8.42,78.06,63.87,74.19,57.74,-99.34,false,leaderHigh,2.56,유망
Leader고점유지_하,"leaderHighScore between [0,33]",10,cooldown,260,170,430,1.97,5.57,3.39,-3.6,1.6,2.17,54.12,1.14,0,19.08,-9.85,86.47,77.06,76.47,58.82,-97.01,false,leaderHigh,5.57,유망
Leader고점유지_중,"leaderHighScore between [34,66]",5,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,leaderHigh,2.56,표본부족
Leader고점유지_중,"leaderHighScore between [34,66]",10,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,leaderHigh,5.57,표본부족
Leader고점유지_상,"leaderHighScore between [67,100]",5,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,leaderHigh,2.56,표본부족
Leader고점유지_상,"leaderHighScore between [67,100]",10,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,leaderHigh,5.57,표본부족
Leader지속성_하,"leaderPersistenceScore between [0,33]",5,cooldown,480,310,790,1.03,2.56,1.63,-1.53,1.4,1.68,54.19,1.29,0,11.59,-8.42,78.06,63.87,74.19,57.74,-99.34,false,leaderPersist,2.56,유망
Leader지속성_하,"leaderPersistenceScore between [0,33]",10,cooldown,260,170,430,1.97,5.57,3.39,-3.6,1.6,2.17,54.12,1.14,0,19.08,-9.85,86.47,77.06,76.47,58.82,-97.01,false,leaderPersist,5.57,유망
Leader지속성_중,"leaderPersistenceScore between [34,66]",5,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,leaderPersist,2.56,표본부족
Leader지속성_중,"leaderPersistenceScore between [34,66]",10,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,leaderPersist,5.57,표본부족
Leader지속성_상,"leaderPersistenceScore between [67,100]",5,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,leaderPersist,2.56,표본부족
Leader지속성_상,"leaderPersistenceScore between [67,100]",10,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,leaderPersist,5.57,표본부족
Leader_TOP3,"leaderRank between [1,3]",5,cooldown,313,213,526,1.35,1.92,1.58,-0.57,1.49,1.43,52.58,0.53,0.11,12.21,-9.24,80.28,66.67,74.65,64.32,-98.08,false,leaderRank,2.56,역효과
Leader_TOP3,"leaderRank between [1,3]",10,cooldown,179,121,300,3.12,4.2,3.56,-1.08,1.95,1.71,52.07,1.16,0.34,18.66,-11.9,81.82,71.07,75.21,63.64,-97.09,false,leaderRank,5.57,역효과
Leader_TOP5,"leaderRank between [1,5]",5,cooldown,480,310,790,1.03,2.56,1.63,-1.53,1.4,1.68,54.19,1.29,0,11.59,-8.42,78.06,63.87,74.19,57.74,-99.34,false,leaderRank,2.56,유망
Leader_TOP5,"leaderRank between [1,5]",10,cooldown,260,170,430,1.97,5.57,3.39,-3.6,1.6,2.17,54.12,1.14,0,19.08,-9.85,86.47,77.06,76.47,58.82,-97.01,false,leaderRank,5.57,유망
Leader_TOP10,"leaderRank between [1,10]",5,cooldown,480,310,790,1.03,2.56,1.63,-1.53,1.4,1.68,54.19,1.29,0,11.59,-8.42,78.06,63.87,74.19,57.74,-99.34,false,leaderRank,2.56,유망
Leader_TOP10,"leaderRank between [1,10]",10,cooldown,260,170,430,1.97,5.57,3.39,-3.6,1.6,2.17,54.12,1.14,0,19.08,-9.85,86.47,77.06,76.47,58.82,-97.01,false,leaderRank,5.57,유망
Leader_TOP20,"leaderRank between [1,20]",5,cooldown,480,310,790,1.03,2.56,1.63,-1.53,1.4,1.68,54.19,1.29,0,11.59,-8.42,78.06,63.87,74.19,57.74,-99.34,false,leaderRank,2.56,유망
Leader_TOP20,"leaderRank between [1,20]",10,cooldown,260,170,430,1.97,5.57,3.39,-3.6,1.6,2.17,54.12,1.14,0,19.08,-9.85,86.47,77.06,76.47,58.82,-97.01,false,leaderRank,5.57,유망
RS20_<30,rs20 lt 30,5,cooldown,250,161,411,0.58,2.21,1.22,-1.63,1.23,1.6,53.42,0.93,0.01,10.7,-7.94,74.53,60.87,68.32,53.42,-93.33,false,rs20,2.56,역효과
RS20_<30,rs20 lt 30,10,cooldown,151,102,253,1.71,4.32,2.76,-2.61,1.56,1.79,52.94,2.12,0.23,16.92,-10.78,83.33,71.57,71.57,62.75,-95.69,false,rs20,5.57,역효과
RS20_30~49,"rs20 between [30,49]",5,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,rs20,2.56,표본부족
RS20_30~49,"rs20 between [30,49]",10,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,rs20,5.57,표본부족
RS20_50~69,"rs20 between [50,69]",5,cooldown,196,134,330,1.21,3.81,2.27,-2.6,1.44,1.99,53.73,1.21,1.11,13.03,-7.63,78.36,64.93,64.18,52.99,-90.3,false,rs20,2.56,유망
RS20_50~69,"rs20 between [50,69]",10,cooldown,133,92,225,2.01,3.64,2.67,-1.63,1.59,1.67,53.26,0.95,0.3,17.36,-10.67,83.7,77.17,66.3,63.04,-95.75,false,rs20,5.57,역효과
RS20_70~79,"rs20 between [70,79]",5,cooldown,176,114,290,1.25,2.77,1.85,-1.52,1.5,1.65,58.77,1.87,0.45,12.05,-8.8,80.7,67.54,75.44,59.65,-88.28,false,rs20,2.56,유망
RS20_70~79,"rs20 between [70,79]",10,cooldown,121,77,198,2.28,3.44,2.73,-1.16,1.66,1.65,53.25,2.36,-1.73,17.63,-11.18,85.71,79.22,77.92,67.53,-85.98,false,rs20,5.57,역효과
RS20_80~89,"rs20 between [80,89]",5,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,rs20,2.56,표본부족
RS20_80~89,"rs20 between [80,89]",10,cooldown,0,0,0,,,,,,,,,,,,,,,,0,false,rs20,5.57,표본부족
RS20_90~99,"rs20 between [90,99]",5,cooldown,134,92,226,2.13,3.17,2.55,-1.04,1.85,1.75,52.17,0.76,-0.17,14.43,-8.73,77.17,64.13,77.17,57.61,-90.76,false,rs20,2.56,유망
RS20_90~99,"rs20 between [90,99]",10,cooldown,86,57,143,3.82,6.73,4.98,-2.91,2.19,2.19,52.63,3.39,0.83,23.63,-10.57,85.96,80.7,80.7,59.65,-90.59,false,rs20,5.57,유망
RS20_gte50,rs20 gte 50,5,cooldown,345,223,568,0.94,2.99,1.74,-2.05,1.35,1.71,54.26,0.99,0.35,12.35,-8.78,79.37,65.02,73.09,60.09,-95.04,false,rs20,2.56,유망
RS20_gte50,rs20 gte 50,10,cooldown,202,131,333,2.25,4.56,3.16,-2.31,1.66,1.84,55.73,2.36,-0.04,18.31,-10.96,83.21,74.05,74.05,61.07,-97.49,false,rs20,5.57,역효과
RS20_gte60,rs20 gte 60,5,cooldown,241,163,404,1.03,2.44,1.6,-1.41,1.37,1.56,53.99,0.99,-0.1,12.8,-8.89,74.85,63.8,77.91,58.9,-94.95,false,rs20,2.56,역효과
RS20_gte60,rs20 gte 60,10,cooldown,149,95,244,2.94,5.28,3.85,-2.34,1.89,1.96,54.74,2.03,0.38,20.15,-10.75,84.21,78.95,76.84,66.32,-89.33,false,rs20,5.57,역효과
RS20_gte70,rs20 gte 70,5,cooldown,241,163,404,1.03,2.44,1.6,-1.41,1.37,1.56,53.99,0.99,-0.1,12.8,-8.89,74.85,63.8,77.91,58.9,-94.95,false,rs20,2.56,역효과
RS20_gte70,rs20 gte 70,10,cooldown,149,95,244,2.94,5.28,3.85,-2.34,1.89,1.96,54.74,2.03,0.38,20.15,-10.75,84.21,78.95,76.84,66.32,-89.33,false,rs20,5.57,역효과
RS20_gte80,rs20 gte 80,5,cooldown,134,92,226,2.13,3.17,2.55,-1.04,1.85,1.75,52.17,0.76,-0.17,14.43,-8.73,77.17,64.13,77.17,57.61,-90.76,false,rs20,2.56,유망
